New column,New column (1)
lóvnica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lóvnica -e ž (ọ̑) nar. belokranjsko v obliki polkrogle naloženo seno, slama; kopica: lovnice na travniku \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lóvt,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lóvt -a m (ọ̑) nav. mn., nar. prepadno področje v manj strmem svetu: samo gamsi pridejo čez lovte; steza drži nad lovtom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ložína,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ložína -e ž (í) nar. vzhodnoštajersko njiva na strmini, ki se samo prekopava: imel je kočo in ložino \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ložíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ložíti lóžim tudi ložíti -ím dov. (ī ọ̑; ī í) nar. zahodno položiti, dati: ložiti obleko v skrinjo / loži še malo na ogenj naloži \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lubád,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lubád -a m (ȃ) nar. zahodno lubje: odstraniti ves lubad \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lubád,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lubád -i ž (ȃ) nar. lubje: odstraniti lubad; poškodovana lubad \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúbje,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúbje -a s (ú) \n1. plast živega in odmrlega tkiva, ki obdaja les rastlin: zajci glodajo lubje mladih dreves; lupiti lubje; vrezati črke v lubje; gladko, razpokano lubje; škodljivci v lubju / brezovo, hrastovo, smrekovo lubje\n2. nar. zahodno krovni listi koruznega storža: obtrgovati lubje / blazina, napolnjena s koruznim lubjem ličkanjem\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúbnica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúbnica -e ž (ȗ) nar. z ličkanjem napolnjena blazina (za ležanje): na umazanih lubnicah bolni otroci (S. Kosovel) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúčarica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúčarica -e ž (ȗ) nar. najeta ženska, ki bedi pri mrliču: zazdela se ji je bolj lučarica, ki straži mrliča, kakor mati, ki sedi ob mrtvem sinu (K. Grabeljšek) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúdra,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúdra -e ž (ȗ) nar. ničvredna, malovredna ženska: Dim je v tvoji duši, ludra, ne pa v kuhinji (D. Lokar) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúk,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúk -a m (ȗ) nar. vzhodno čebula: jesti luk in kruh; puliti luk \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúkar,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúkar -ja m (ȗ) nar. vzhodno kdor prideluje ali prodaja čebulo; čebular: lukarji imajo letos dober pridelek \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúkec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúkec -kca m (ȗ) nar. vzhodno pridelek iz čebulnega semena v prvem letu; čebulček: saditi lukec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúkov,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúkov -a -o prid. (ȗ) nar. vzhodno čebulen: lukovi listi / lukova juha \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúna,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúna -e ž (ú) \n1. nebesno telo, ki kroži okoli zemlje: čas, ko je luna v celoti osvetljena; raziskovati luno; oddaljenost lune od zemlje; polet na luno / v astronomiji: nastanek Lune; Luna in drugi planeti\n // to nebesno telo glede na osvetljenost: luna sije, vzide, zaide, ekspr. plava po jasnem nebu; svetla, pesn. bleda luna; žarki lune; obraz kakor luna okrogel, širok\n // luna raste viden je vedno večji del njene površine; nar. mlada luna mlaj; polna luna ko je vidna vsa njena površina; ob polni luni v času, ko je vidna vsa njena površina; nar. stara luna zadnji krajec\n2. pesn. mesečina: luna lije v sobo / pri luni se je sprehajal po polju\n3. star. (lunin) mesec: to je bilo pred tremi lunami\n● poljud. luna ga nosi je mesečnik; ekspr. že spet jo luna nosi je zmedena, neuravnovešena; hodi, kot bi ga luna nosila zamišljeno, neprisebno, raztreseno; pog., ekspr. ali te luna trka zakaj govoriš, ravnaš tako nespametno; pog., ekspr. mi tudi nismo z lune padli nismo nespametni, naivni; ekspr. lajati v luno nemočno groziti, onemoglo zmerjati; ekspr. ali živiš na luni, ali si z lune padel slabo si obveščen o aktualnih dogodkih; pog., ekspr. saj nisem tako za luno neumen, naiven\n♦ astr. Jupitrove lune sateliti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúnek,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúnek -nka m (ȗ) \n1. nar. klin, ki preprečuje, da kolo ne pade, zdrsne z osi; osnik: vtakniti lunek v os\n2. nekdaj manjša prostorninska mera: lunek žganja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lupáč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lupáč1 -a m (á) nar. vzhodno kdor lušči (bučno seme): ker je bil pridelek bučnic dober, je prišlo zvečer veliko lupačev / lupači koruze ličkarji \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lúpati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lúpati -ljem tudi -am nedov. (ȗ) nar. vzhodno odstranjevati lupino, kožo; lupiti: lupati krompir, sadje / pozimi so lupali posušeno bučno seme luščili\n // lupati koruzo ličkati \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lupínje,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lupínje -a s (ȋ) nar. vzhodno \n1. več olupkov, olupki: krompirjevo lupinje / lupinje čebule\n2. več luščin, luščine: otresel se je lupinja bučnic, ki mu je viselo na obleki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ma,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ma vez., nar. zahodno, v protivnem priredju pa, ampak: dela, ma ne rad / elipt. ma vi niste iz naših krajev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mà,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mà prisl. (ȁ) nar. zahodno \n1. ali, kako: ma ste neumni\n2. da, ja: ma, jasno, poznam ga / ma, kakor se vzame\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
macafízelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n macafízelj tudi macefízelj -zlja m (í) nar. \n1. nav. mn. svaljek (iz krompirjevega testa): za kosilo bomo jedli macafizlje in solato\n2. zelo majhen človek: takegale macafizlja se pa že ne bom bal\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
macafúra,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n macafúra -e ž (ȗ) nar. zanemarjeno oblečena, skuštrana ženska: pijana macafura \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mácljek,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mácljek -a [jək tudi jek] m (ȃ) nav. mn., nar. vzhodno kladivce (pri klopotcu): macljeki udarjajo po deski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máčevje,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máčevje -a s (á) nar. ivovje: mačevje raste ob vodi / nalomiti mačevja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máčka,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máčka -e ž (ȃ) \n1. domača žival, ki lovi miši: mačka čepi na peči in prede; mačka se grbi, ježi, piha pred psom; mačka se igra z miško; mačka mijavka, prede, se umiva; mačke se gonijo; pri hiši imajo veliko mačk; bela, črna, pisana mačka; mlada mačka; igra se z njim kot mačka z miško ima ga v popolni oblasti, dela z njim, kar hoče; prišel je potiho kot mačka; nižje pog. siten kakor breja mačka; trdoživ kot mačka / muc, je poklical mačko / angorska, siamska mačka\n // mačja samica: mačka ima mlade; mačka je skotila mladiče; knjige prenaša iz kota v kot kakor mačka mlade\n2. nav. slabš. spretna, premetena ženska: to ti je mačka, nje že ne boš ugnal\n3. nar., v prislovni rabi izraža močno zanikanje: da so dobri ti ljudje? Mačko so dobri / v medmetni rabi misliš, da bom delal zate? Mačko, če češ\n● ekspr. (črna) mačka mi je prekrižala pot po ljudskem verovanju danes bom imel nesrečo; danes bom doživel kaj slabega; hodi kakor mačka okrog vrele kaše ne upa se lotiti jedra problema; tadva sta si, se gledata kakor pes in mačka sovražita se; tako je bil pijan, da je mački botra rekel da se ni zavedal, kaj dela; ekspr. če mački na rep stopiš, zacvili človek se oglasi, razburi, če kdo prizadene njegove koristi, interese; preg. kar mačka rodi, miši lovi otroci so navadno taki kakor starši; preg. kadar mačke ni doma, miši plešejo kadar je kaka skupnost brez nadzorstva, njena disciplina popusti\n♦ etn. mačka in miška otroška igra, pri kateri se udeleženci sprimejo v krog in branijo tistemu, ki igra mačko, v krog, da bi ujel tistega, ki igra miško; zool. divja mačka v gozdovih živeča mačka, Felis silvestris; morska mačka do enega metra dolga morska riba z ogrodjem iz hrustanca in pegami, Scyliorhinus; morska mačka dolgorepa opica, ki živi v Afriki; zamorska mačka\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máčkora,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máčkora -e ž (á) nar. maškara: mačkore so prišle / iti v mačkore \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máčkov,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máčkov1 -a -o prid. (á) \n1. nanašajoč se na maček1: mačkovi kremplji / mačkova lenoba\n♦ vrtn. mačkov brk vrtna rastlina z drobno narezljanimi listi in bledo modrimi cveti; vrtna črnika\n2. nar. nanašajoč se na mačkovino ali mačevje: mačkove šibe\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máčkovina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máčkovina -e ž (á) nar. grm ali drevo s širokimi, jajčastimi, na spodnji strani belo dlakavimi listi; iva: posekati mačkovino / butara iz mačkovine \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
madrón,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n madrón -a m (ọ̑) nar. krčevite bolečine v trebušnih organih: zgrabil ga je madron / umreti od madrona \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máh,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máh -ú in -a m, mn. mahóvi (ȃ) \n1. rastlina brez pravih cvetov in korenin, ki raste na vlažnih, senčnih krajih: mah pokriva tla okrog hrasta; z drevja ostrgati mah in lišaj; sesti na mah; z mahom obraslo, poraslo drevo; debel, mehek mah; pren. spomine na ta dogodek je že prerasel mah\n2. nar. barje: njive na mahu; loviti ptice na mahu\n3. mehki dlaki podobno perje pri ptičjih mladičih; puh: iz gnezda je padel komaj z mahom pokrit ptič\n // ekspr. mlade, mehke dlake kot zarodek brade in brkov: mah mu že poganja na licih; obril si je mah pod nosom\n● poljud. planinski mah zdravilen grmičast lišaj olivno zelene barve, strok. islandski lišaj\n♦ bot. šotni mah ki raste na vlažnih tleh in barjih in katerega spodnji del odmira; geogr. mah visoko barje; lov. mah koža s kratko, mehko dlako na rastočem rogovju\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máj -a m (á) \n1. peti mesec v letu: delo bo opravljeno do desetega maja; pesn. cvetni maj; ekspr. cvetoči, zeleni maj; lepa si kot roža v maju / prvi maj praznik mednarodnega delavskega gibanja\n // ležal je bolan, zunaj pa je bil maj majsko vreme\n // to je bilo maja; (meseca) maja bo odpotoval\n // pesn. čas mladosti, razvoja: biti v maju / minil je življenja maj / vzcvetel mu je ljubezni maj\n2. nar. visoka smreka ali jelka z obeljenim deblom in zelenim vršičkom, postavljena za okras; mlaj: pred praznikom so fantje postavljali maje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mája,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mája -e ž (á) \n1. del spodnjega perila, ki pokriva gornji del telesa: obleči majo; fant v beli maji / maja brez rokavov, z dolgimi rokavi\n2. nar. (pletena) jopica, pulover: vedno je nosil vijoličasto volneno majo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
majáriti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n majáriti -im nedov. (á ȃ) nar. gorenjsko planšariti: tudi majarili so, imeli so šest krav / majariti po planinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
májer,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n májer -ja m (á) \n1. star. nižji oskrbnik, zlasti graščinski: iskati novega majerja\n2. nekdaj najemni delavec na (gozdnem) posestvu: socialni problemi pohorskih majerjev\n3. nar. gorenjsko planšar: majer daje mleko izletnikom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
májerica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n májerica -e ž (á) \n1. nar. gorenjsko planšarica: jedel je pri majericah po planinah\n2. star. žena nižjega oskrbnika, zlasti graščinskega: na pristavi je bila mlada majerica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
májhen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n májhen -hna -o prid., mánjši (ȃ) \n1. ki dosega nizko stopnjo\na) glede na razsežnost, ant. velik: majhen človek; majhen čoln, grozd, kamen, kos kruha, otoček, vrt; veliko je spravil na tako majhen prostor; majhna dolina, knjiga, miza, parcela, posoda, roka, soba, žival; majhno jabolko, okno, poslopje; imam majhno stanovanje; ekspr. mikroskopsko majhen zelo majhen; majhen kot makovo zrno / majhna vas / ekspr. majhen domek\nb) glede na merljivo količino: majhen del rudnega bogastva; ekspr. kupiti za majhen denar; majhen dvig prometa; majhen odstotek ljudi; majhna doza zdravil; zelo majhna količina česa; najti kaj v majhnih količinah, množinah; majhna mera česa; stroj majhne moči; majhna plača, pokojnina nizka; bil je majhne postave; majhna povečava, proizvodnja, razdalja, zamuda; prostor majhnih razsežnosti; bolje je, da udariš večkrat z manjšo silo; novec majhne vrednosti; majhna vsota denarja; majhna zmogljivost tovarne\nc) glede na število sestavnih enot: majhen kolektiv; zbrala se je majhna družba; majhna skupina / majhno število ljudi; število a je manjše od b\nč) glede na dolžino: dela majhne korake / majhna razdalja\nd) ekspr. glede na trajanje: majhna časovna oddaljenost\ne) glede na možni razpon: njegov talent ni majhen; majhna delavnost organizacij; že majhna neprevidnost lahko povzroči škodo / majhne želje / tu so majhne možnosti za delo; relativno majhne spremembe; to mu je prineslo majhno olajšanje\nf) glede na čas življenja: imata še majhne otroke; ko sem bil majhen, sem rad pasel živino / ekspr. majhno drevje mlado\ng) glede na svojo glavno, bistveno značilnost: majhen klanec, ovinek; teren z majhnim padcem; delati majhne vbode / imeti majhno izbiro / majhen napor\nh) nav. ekspr. glede na intenzivnost, učinek: majhen dež, veter / majhna bolečina / majhen up; majhna vera; tvoja ljubezen je majhna\ni) glede na razsežnost in delovanje ali dejavnost: majhen motor, studenec; majhen obrat, rudnik; iz majhnih delavnic so nastale velike tovarne; imeti majhno kmetijo\nj) glede na pomembnost: majhni opravki; majhna napaka, tatvina; ekspr. to ni majhno delo je veliko, pomembno\n // publ. z majhnimi izjemami so vsi enaki / kot vljudnostna fraza samo še majhno pripombo\n2. ekspr. malo pomemben, nepomemben: sredi mesta sem se zdel tako majhen; doma sem čisto majhen; čudno majhne so bile vse njegove misli; navadil se je skromnega, majhnega življenja / majhne razmere ki ne omogočajo nič nadpovprečnega\n // majhni umetniki včasih popravljajo velike\n // slabš. slab, grd, ničvreden: tako majhen si\n● ekspr. ko je to slišal, je bil takoj majhen ni bil več samozavesten, ni več vztrajal pri svojih trditvah; publ. urejati kaj z majhnimi koraki počasi; ekspr. otrok gleda z majhnimi očmi zaspano gleda; kot vljudnostna fraza imam majhno prošnjo, ali jo boste izpolnili izraža omejevanje; ekspr. ni majhna stvar celo noč čuti težko je; ekspr. njegova delavnica je kar majhna tovarna izraža omejevanje; majhen piskrc hitro vzkipi človek šibke, nizke postave se hitro razjezi, razburi\n♦ mat. neskončno majhen ki je poljubno blizu nič\nmájhno prisl., nar. malo: francosko govori dobro, angleško pa majhno razume / zdaj majhno drugače misli; pot je peljala majhno navzgor\nmájhni -a -o sam., nar. mali: majhni so bili zmeraj zatirani; naše majhno zdajle spi; biti z majhnim zadovoljen; prim. mali prid., mali m, mala, malo, manj, manjši\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
majíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n majíti -ím tudi májiti -im nedov. (ī í; ā) odstranjevati lubje z muževnega debla: majiti drevo / z nožem majiti šibo\n● nar. majiti piščalke iz vrbovih mladik delati\n // nar. odstranjevati lupino, kožo: majiti krompir / majiti koruzo ličkati \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
májnica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n májnica -e ž (á) \n1. nar. zahodno okrasni grm z dišečimi vijoličastimi ali belimi cveti; španski bezeg: kotiček na vrtu so obdajali zeleni grmi majnic\n2. etn., v tržaški okolici praznovanje s postavljanjem mlaja v začetku meseca maja: fantje so se dogovarjali, kako bodo pripravili majnico\n♦ bot. majhna dlakava rastlina z belimi, rožnatimi ali rjavkastimi cveti v koških, Antennaria\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mákovica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mákovica -e ž (ā) nar. vzhodno \n1. makova glavica: streti makovico\n2. makova potica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
málček,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n málček [čək] prisl. (ā) nar. zahodno malo, malce: je malček bolan / malček me je peklo / popij malček kave \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
málenica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n málenica -e ž (á) nar. mlin, zlasti kot prostor: kdo dela v malenici, gospodar ali sin \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máli,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máli -a -o prid. (ȃ; sam. iz prislova ā) \n1. določna oblika od majhen:\na) mali in veliki kazalec; razložiti male krožnike; odsekati si mali prst; zvoniti z malim zvonom; male in velike črke; otroci jedo pri mali mizi, odrasli pa pri veliki; velika in mala začetnica; mala žlička; v svojem malem stanovanju; mala vrata\nb) pog.: mali golaž; malo pivo\nc) spori v malih kolektivih; mali narodi\nč) topovi z malimi dometi\nd) poznal je njegove male in velike sposobnosti; te male spremembe nas ne bodo rešile\ne) z malimi otroki se je rajši igrala kot z velikimi; kaj dela tvoj mali sin\nf) mala kmetija, trgovina; male tovarne se združujejo z velikimi / mali kmet; mala buržoazija drobna buržoazija\n // mali uradniki / mala kmečka, zemljiška posest drobna posest\ng) male in velike napake\nh) naveličal sem se tega malega, skromnega življenja / Mala Azija; Mala vas; kot pristavek k imenu Pipin Mali\n2. v zvezi mala potreba izločanje seča: mala in velika potreba / opraviti, opravljati malo potrebo; iti na malo potrebo\n● nar. mali božič praznik (svetih) treh kraljev; mali bratranec sin očetovega ali materinega bratranca ali sestrične; publ. mali človek človek brez važnejšega družbenega položaja in brez velikega premoženja; publ. mali ekran televizija; mali golf golf na manjšem igrišču s poenostavljeno tehniko igranja; mali hlapec hlapec, ki opravlja lažja, preprostejša dela; (mali) oglas krajša objava, obvestilo v časopisu v zvezi s trgovskimi posli, službo, osebnimi zadevami; (mali) oglasi rubrika v časopisu s takimi obvestili; ekspr. imeti kaj v malem prstu dobro znati, poznati kaj; star. mali srpan julij; mali stric očetov ali materin bratranec; star. mali traven april; mali voz ozvezdje v obliki voza, katerega najsvetlejša zvezda je Severnica; publ. mala Evropa devet evropskih držav, ki so povezane v Evropsko gospodarsko skupnost; nar. mala južina popoldanska malica; nar. mala maša mali šmaren; mala matura nekdaj zaključni izpit po nižji srednji šoli; mala plošča gramofonska plošča s premerom 17 cm; mala šola organizirana nekajmesečna predšolska vzgoja; ekspr. biti v malih nebesih zelo srečen; živi ko mali bog zelo dobro, v izobilju\n♦ anat. mali možgani del možganov za ravnotežje; mali krvni obtok del krvnega obtoka, pri katerem teče kri skozi pljuča; mala krivina vbočeni del želodca, ki je obrnjen na desno in navzgor; astr. mali planet asteroid; Mali medved ozvezdje severne nebesne polute, katerega najsvetlejša zvezda je Severnica; bot. mali zimzelen; mala kopriva; mala štorovka; etn. mali kruhek pecivo iz ržene moke in medu, oblikovano navadno v izrezljanih lesenih modelih; fiz. mala kalorija enota za merjenje toplote, tisočina kalorije; gled. mali oder gledališče, ki uprizarja krajša, modernistična, eksperimentalna gledališka dela; lov. mali lov lov na manjšo ali zaradi načina lova manj pomembno divjad; mala divjad manjša in zaradi načina lova manj pomembna divjad; muz. mali f četrti ton v mali oktavi; rel. mali greh kršitev božje postave v majhni stvari ali v veliki stvari, pa ne z jasnim spoznanjem in popolnim privoljenjem; mali šmaren praznik Marijinega rojstva 8. septembra; soc. mali kmet kmet, ki ima navadno do 5 ha zemlje; mali lastnik drobni lastnik; šah. mala rokada rokada na kraljevo stran; šport. mali nogomet nogomet, pri katerem igra samo sedem igralcev na sorazmerno manjšem igrišču; vet. male živali domače živali razen goveda, konja; zgod. mala antanta zveza med Čehoslovaško, Jugoslavijo in Romunijo po prvi svetovni vojni; zool. mali skovik; mala rovka\nmáli -a -o sam.: pog. ta mali je še v plenicah mali; evfem. ta mali moški spolni ud; mali, pridi sem; evfem. ta mala žensko spolovilo; janez, pisano z malo; malo in veliko se je zbiralo; vzeli so mu še tisto malo, kar je imel; že od malega je tak od otroških let; redko z malega je tako navajen od malega, od otroških let; nar. s to stvarjo smo na malem malo je je še ostalo, skoraj smo jo porabili; ekspr. malo po malem je začelo deževati pomalem; v malem je počenjal to, kar so delali drugi v velikem; z malim je zadovoljen; popil je nekaj malega; ekspr. zna do malega vse vse; skoraj vse; ekspr. zima je bila do malega brez snega skoraj; pog. vredno je po ta malem tisoč dinarjev najmanj tisoč dinarjev; Slovenija je Evropa v malem; preg. iz malega raste veliko; preg. kdor z malim ni zadovoljen, velikega vreden ni; prim. majhen, mala, mali m, malo, manj\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
málica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n málica -e ž (ȃ) \n1. manjši obrok hrane, ki se jé sredi dopoldneva ali popoldneva: dati delavcem malico; postreči z malico / za malico je imel, pojedel sendvič in jabolko / dopoldanska, popoldanska malica; šolska malica; topla malica / zdaj so na, pri malici malicajo\n // po malici je pridno delal\n● ekspr. to jaz naredim za malico zelo lahko, brez večjega truda\n2. nar. kos, košček: Jera je takoj odrezala malico kruha, ga zavila v predpasnik, zadela motiko in odšla (F. Finžgar) \n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
malìč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n malìč -íča m (ȉ í) \n1. nar. zahodno palček, škrat: bal se je maličev in čatežev; verjeti v maliče\n● ekspr. ni se bal ne maliča ne hudiča nikogar se ni bal; vse si je upal\n2. ekspr., redko otrok: nisi več malič; maliči na peči\n // majhen človek: bil je tak malič, da ni dosegel do police\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
máliček,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n máliček -čka -o prid. (ȃ) nar. vzhodno zelo majhen: malički otroci\nmáličko prisl.: maličko naj počaka\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
malína,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n malína -e ž (í) \n1. grmičasta rastlina, ki raste na posekah in v gozdovih, ali njene užitne, navadno rdeče jagode: maline so zelo polne; maline so že zrele; nabirati maline; nasad malin\n2. nar. vzhodno murva\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
malôra,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n malôra in malóra -e ž (ȏ; ọ̑) nar. zahodno, v zvezah: podjetje je šlo v maloro je propadlo; poslati koga v maloro zelo grobo ga zavrniti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
malovár,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n malovár -ja m (ā) nar. zahodno kdor pomaga zidarju: najeti je bilo treba več malovarjev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mámika,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mámika -e ž (ā) nar. štajersko mama, mati: otrok kramlja z mamiko / kot nagovor draga mamika / ženska je naredila vtis ljubeznive mamike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mándrija,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mándrija -e ž (ȃ) nar. primorsko kmetija z gospodarskimi poslopji, obdana z zidom: mandrije v tržaškem Bregu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
mandrijár,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n mandrijár -ja m (ā) nar. primorsko lastnik mandrije: mandrijarji prodajajo na trgu zelenjavo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
