New column,New column (1)
forsírati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n forsírati -am nedov. in dov. (ȋ) \n1. izkazovati komu glede na druge večje ugodnosti, večjo podporo, dajati prednost: gledališče forsira izvirno dramatiko; nekaj let po vojni so forsirali bazično industrijo; pog. njega že nekaj časa zelo forsirajo / forsirati izvoz živine zelo ga pospeševati, večati\n // forsirati ženske v odbore zelo si prizadevati za njihov sprejem\n2. pog. pretiravati v intenzivnosti, prenapenjati: forsirati trening / pevec je v višinah zelo forsiral svoj glas\n♦ šah. forsirati kmeta izsiliti kmetu prosto pot; voj. forsirati reko s silo preiti branjeno reko\nforsíran -a -o: forsirane kulturne izmenjave; forsiran tempo; prisl.: forsirano in togo reševati problem\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
forvardírati,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n forvardírati -am dov. in nedov. (ȋ) pog. \nposlati prejeto elektronsko poštno sporočilo na enega ali več drugih elektronskih poštnih naslovov: Mail je forvardiral na pet naslovov E ← agl. forward 'dati naprej, preposlati' iz 'naprej' \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; forvardírati -am dov. in nedov. (ȋ) pog. \nposlati prejeto elektronsko poštno sporočilo na enega ali več drugih elektronskih poštnih naslovov: Mail je forvardiral na pet naslovov E ← agl. forward 'dati naprej, preposlati' iz 'naprej' \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
forzícija,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n forzícija -e ž (í) pog. forsitija \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; forzícija -e ž (í) pog. forsitija \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fótka,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fótka -e ž (ọ̑) pog. \nposnetek za zapis v pomnilniški medij fotoaparata; fotografijaSSKJ, slikaSSKJ: Ko vidim priložnost za dobro fotko, mi je pogosto žal, če pri sebi nimam ustrezne opreme E = hrv., srb. fȍtka, češ. fotka, polj. fotka, skrajšano iz (↑)fotografíja \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; fótka -e ž (ọ̑) pog. \nposnetek za zapis v pomnilniški medij fotoaparata; fotografijaSSKJ, slikaSSKJ: Ko vidim priložnost za dobro fotko, mi je pogosto žal, če pri sebi nimam ustrezne opreme E = hrv., srb. fȍtka, češ. fotka, polj. fotka, skrajšano iz (↑)fotografíja \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fótkanje,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fótkanje -a s (ọ̑) pog. \nzapisovanje posnetka v pomnilniški medij fotoaparata; fotografiranjeSSKJ: Ded naju je s sestro pred fotkanjem vedno postavljal v neki položaj, v zamrznjen gib E ↑fótkati \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; fótkanje -a s (ọ̑) pog. \nzapisovanje posnetka v pomnilniški medij fotoaparata; fotografiranjeSSKJ: Ded naju je s sestro pred fotkanjem vedno postavljal v neki položaj, v zamrznjen gib E ↑fótkati \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fótkati,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fótkati -am nedov. (ọ̑) pog. \ndelati posnetke za zapis v pomnilniški medij fotoaparata; fotografiratiSSKJ: Nihče več ne slika, ne dela fotografij ali posnetkov, vsi le fotkajo in delajo fotke E ↑fótka \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; fótkati -am nedov. (ọ̑) pog. \ndelati posnetke za zapis v pomnilniški medij fotoaparata; fotografiratiSSKJ: Nihče več ne slika, ne dela fotografij ali posnetkov, vsi le fotkajo in delajo fotke E ↑fótka \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fóto,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fóto m neskl., tudi fóto -a; mn. neskl., prvi pomen tudi fótosi (ọ̑) \n1. pog. fotografija: pokaži mi svoj foto / elipt., publ., kot označba avtorstva foto: Delo\n2. z lastnim imenom fotografsko podjetje: foto XY\n3. pog. fotografski aparat: ima nov foto\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fóto m neskl., tudi fóto -a; mn. neskl., prvi pomen tudi fótosi (ọ̑) \n1. pog. fotografija: pokaži mi svoj foto / elipt., publ., kot označba avtorstva foto: Delo\n2. z lastnim imenom fotografsko podjetje: foto XY\n3. pog. fotografski aparat: ima nov foto\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fótokámera,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fótokámera -e ž (ọ̑-ȃ) pog. fotografski aparat: čakali so ga časnikarji s fotokamerami \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fótokámera -e ž (ọ̑-ȃ) pog. fotografski aparat: čakali so ga časnikarji s fotokamerami \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fotokopírec,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fotokopírec -rca m, živ. (ȋ) pog. \nnaprava za fotokopiranje; fotokopirni stroj: Večina izmed preizkušenih fotokopircev omogoča nastavljanje števila kopij, nastavljanje kakovosti in morebitno povečevanje/pomanjševanje E univerbizirano iz fotokopírni stròj \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; fotokopírec -rca m, živ. (ȋ) pog. \nnaprava za fotokopiranje; fotokopirni stroj: Večina izmed preizkušenih fotokopircev omogoča nastavljanje števila kopij, nastavljanje kakovosti in morebitno povečevanje/pomanjševanje E univerbizirano iz fotokopírni stròj \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fovšíja,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fovšíja -e ž (ȋ) nižje pog. nevoščljivost, zavist: samo zaradi fovšije je prišlo do prepira\n● nižje pog. sama fovšija govori iz njega njegovo govorjenje, ravnanje kaže, da je nevoščljiv \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fovšíja -e ž (ȋ) nižje pog. nevoščljivost, zavist: samo zaradi fovšije je prišlo do prepira\n● nižje pog. sama fovšija govori iz njega njegovo govorjenje, ravnanje kaže, da je nevoščljiv \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fračkáč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fračkáč -a m (á) pog., ekspr. zapravljivec: ta fračkač bo vse zapravil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fračkáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fračkáti -ám nedov. (á ȃ) pog., ekspr. zapravljati, razmetavati (denar): tako fračka, da ne bo od premoženja nič ostalo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frajáriti,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n frajáriti -im nedov. (á ȃ) pog. \nz vpadljivim vedenjem, delovanjem vzbujati vtis sproščenosti, neodvisnosti, pomembnosti: Animator mora biti odprt za otroke, ne sme biti visok ali frajariti pred njimi E ↑frájer \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
frájer,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frájer -ja m (á) pog. moški, navadno mlajši, ki se vpadljivo vede in oblači: mestni frajerji; večji frajer je, kot sem mislil; skušal je biti frajer\n // nižje pog. moška oseba, ki je v ljubezenskem odnosu do dekleta; fant: našla si je drugega frajerja; s svojim frajerjem je bila v kinu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frájerstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frájerstvo -a s (á) pog. frajersko obnašanje: ni ji bilo všeč njegovo frajerstvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frájla,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frájla -e ž (ȃ) pog., ekspr. gospodična: sprehaja se z dvema frajlama; mestne frajle / o svojih težavah govorijo kakor kakšne stare frajle \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frákelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frákelj -klja in -na [kəl] m (á) nekdaj prostorninska mera, osmina litra: na dušek je spil frakelj žganja / pog. ali daš za en frakelj?\n // steklenička za to mero: udaril je po mizi, da je frakelj kar poskočil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
francóski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n francóski -a -o prid. (ọ̑) nanašajoč se na Francoze ali Francijo: francoski jezik; francoska književnost / francoski predstavnik v mednarodni delegaciji; francoska vlada / francoski film / francoski ključ francoz; star. francoska bolezen sifilis\n♦ arhit. francosko okno do tal segajoče okno z ograjo na zunanji strani; friz. francoska brada brada z dolgimi, v spodnjem delu v tri pramene razdeljenimi kocinami; gastr. francoska solata solata iz zelenjave, krompirja in majoneze; gost. francoski bife; francoska strežba strežba, pri kateri si gost sam postreže s prinesenih plošč; zgod. francoska revolucija buržoazna revolucija leta 1789 v Franciji\nfrancósko prisl.: govoriti (po) francosko\n● pog. oditi po francosko brez slovesa, neopazno; pog., ekspr. gost jo je popihal kar po francosko odšel je, ne da bi plačal\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fránža,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fránža -e ž (ȃ) nav. mn., pog. okrasna nit ali pramen iz niti na robu kakega tekstilnega izdelka; resa: okrog ram je imela ruto z dolgimi franžami; bandero s svilenimi franžami; franže namiznega prta\n● pog., ekspr. iti v franže propadati, uničevati se \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fránžast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fránžast -a -o prid. (ȃ) pog. resast: franžasta ruta \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frátati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frátati -am dov. (ȃ) brezoseb., nižje pog. ponesrečiti se, spodleteti: zmeraj me frata; mislil si ga spraviti pod našo streho, pa te je fratalo\n● pog., šalj. včasih mu rata, največkrat ga pa frata \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frčáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frčáti -ím nedov. (á í) ekspr. \n1. hitro, slišno leteti: kokoš je v loku frčala na tla / nad njim je frčalo letalo / krogle so frčale okoli glav; kamenje je frčalo po zraku\n // letati, švigati: kobilice so frčale sem ter tja / trske so frčale na vse strani odletavale; listi že frčijo iz knjige se trgajo, odpadajo\n // dekleta so frčala iz ene sobe v drugo tekala\n2. dov. in nedov., pog. biti izključen, odpuščen (iz službe): to je pa že tak prestopek, da bo frčal\n // žarg., šol. ne izdelati v šoli, pri izpitu; pasti: kdor ne zna formul, bo frčal; pri vsakem izpitu je vsaj enkrat frčal\n3. kazati ljubezensko vznemirjenost, biti zaljubljen: premlada je še, da bi frčala / frči za njim\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frčáti -ím nedov. (á í) ekspr. \n1. hitro, slišno leteti: kokoš je v loku frčala na tla / nad njim je frčalo letalo / krogle so frčale okoli glav; kamenje je frčalo po zraku\n // letati, švigati: kobilice so frčale sem ter tja / trske so frčale na vse strani odletavale; listi že frčijo iz knjige se trgajo, odpadajo\n // dekleta so frčala iz ene sobe v drugo tekala\n2. dov. in nedov., pog. biti izključen, odpuščen (iz službe): to je pa že tak prestopek, da bo frčal\n // žarg., šol. ne izdelati v šoli, pri izpitu; pasti: kdor ne zna formul, bo frčal; pri vsakem izpitu je vsaj enkrat frčal\n3. kazati ljubezensko vznemirjenost, biti zaljubljen: premlada je še, da bi frčala / frči za njim\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frčkáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frčkáti -ám nedov. (á ȃ) pog., ekspr. zapravljati, razmetavati (denar): zmeraj je brez denarja, ker tako frčka; frčkati po nepotrebnem / ne morem frčkati časa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frčkáti -ám nedov. (á ȃ) pog., ekspr. zapravljati, razmetavati (denar): zmeraj je brez denarja, ker tako frčka; frčkati po nepotrebnem / ne morem frčkati časa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frdáman,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frdáman -a -o prid. (á) nižje pog. presnet, preklet: frdamana ženska, nikoli ne bo dala miru / bil je frdaman mraz hud, silovit \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frdáman -a -o prid. (á) nižje pog. presnet, preklet: frdamana ženska, nikoli ne bo dala miru / bil je frdaman mraz hud, silovit \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frečkáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frečkáti -ám nedov. (á ȃ) pog., ekspr. zapravljati, razmetavati (denar): če bo tako frečkal, kmalu ne bo imel ničesar več \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frečkáti -ám nedov. (á ȃ) pog., ekspr. zapravljati, razmetavati (denar): če bo tako frečkal, kmalu ne bo imel ničesar več \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frênd,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n frênd -a m, člov. (ȇ) pog., zlasti v sproščenem ožjem krogu \nkdor je s kom v iskrenem, zaupnem odnosu, temelječem na sorodnosti mišljenja, čustvovanja; prijateljSSKJ: Med njegovim nastopom me preplavlja občutek, kot da je velikanski stadion njegov vrt, kjer glasbenik ob večernem žaru ležerno debatira s svojimi frendi E ← agl. friend \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; frênd -a m, člov. (ȇ) pog., zlasti v sproščenem ožjem krogu \nkdor je s kom v iskrenem, zaupnem odnosu, temelječem na sorodnosti mišljenja, čustvovanja; prijateljSSKJ: Med njegovim nastopom me preplavlja občutek, kot da je velikanski stadion njegov vrt, kjer glasbenik ob večernem žaru ležerno debatira s svojimi frendi E ← agl. friend \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
frêndica,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n frêndica -e ž, člov. (ȇ) pog., zlasti v sproščenem ožjem krogu \nženska, ki je s kom v iskrenem, zaupnem odnosu, temelječem na sorodnosti mišljenja, čustvovanja; prijateljicaSSKJ: Posloviva se kakor stari frendici E ↑frênd \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; frêndica -e ž, člov. (ȇ) pog., zlasti v sproščenem ožjem krogu \nženska, ki je s kom v iskrenem, zaupnem odnosu, temelječem na sorodnosti mišljenja, čustvovanja; prijateljicaSSKJ: Posloviva se kakor stari frendici E ↑frênd \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
frfrú,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frfrú -ja m (ȗ) pog. na čelo počesani, kratko pristriženi lasje; frufru: ima frfru \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frfrú -ja m (ȗ) pog. na čelo počesani, kratko pristriženi lasje; frufru: ima frfru \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frís,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frís -a m (ȋ) nižje pog., nav. slabš. obraz: prav grd fris ima \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; frís -a m (ȋ) nižje pog., nav. slabš. obraz: prav grd fris ima \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fŕka,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fŕka -e ž (ŕ) pog., zlasti v sproščenem ožjem krogu \nzapletena, težko razrešljiva zadeva: Ne vem natančno, kako se je vse odvijalo, vem, da je bila cela frka E ← hrv. fȑka iz (↑)fŕk \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016.; fŕka -e ž (ŕ) pog., zlasti v sproščenem ožjem krogu \nzapletena, težko razrešljiva zadeva: Ne vem natančno, kako se je vse odvijalo, vem, da je bila cela frka E ← hrv. fȑka iz (↑)fŕk \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fŕkati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fŕkati1 -am nedov. (r̄ ȓ) \n1. ekspr. zelo hitro hoditi, tekati: kar naprej je frkala iz sobe v kuhinjo; pes je ves čas frkal okrog hiše / pog. žena mu frka okrog, otroci so pa lačni\n // redko zelo hitro letati, švigati: lastovke frkajo po zraku\n2. s hitrim sprožanjem upognjenega prsta premikati, suvati kaj; frcati: frkal je svinčnik po mizi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fŕklja,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fŕklja -e ž (ȓ) ekspr. živahno nedoraslo dekle: sprehajal se je z dvema frkljama; spogledljiva šestnajstletna frklja; vede se kakor frklja / kakšne frklje so dandanes dekleta / kot nagovor zmeraj si kaj izmišljaš, frklja\n // nedoraslo dekle sploh: je še prava frklja / pog. ima same frklje in nobenega fanta hčere \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frléti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frléti -ím nedov. (ẹ́ í) \n1. nav. ekspr. zibaje se lahkotno letati: metulji frlijo okrog rož / ptič frli čez hišo leti; letaki so frleli po zraku\n2. neurejeno izstopati iz celote: lasje mu frlijo na vse strani / obleka mu vsa frli\n3. pog., ekspr. kazati ljubezensko vznemirjenost, biti zaljubljen: kmalu bo začel frleti\nfrlèč -éča -e: frleči lasje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fròc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fròc frôca m (ȍ ó) nižje pog. otrok: ne veste, koliko dela imam s tem frocem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
frontáš,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n frontáš -a m (á) pog., med narodnoosvobodilnim bojem in prva leta po 1945 član Osvobodilne fronte: zaveden frontaš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fróntovec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fróntovec -vca m (ọ̑) \n1. pog., med narodnoosvobodilnim bojem in prva leta po 1945 član Osvobodilne fronte: delaven frontovec; sestanek frontovcev iz celega okraja\n2. ekspr. vojak, ki se bojuje na fronti: lačni frontovci\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúč prid. neskl. (ȗ) pog., ekspr., v povedni rabi \n1. uničen, propadel: čevlji so že fuč; pohištvo bo kmalu fuč; če bo vojna, bo vse fuč; z gostilno je fuč, izseliti se bo treba\n2. ki je minil, prešel: fuč so mastni zaslužki; njena mladost je za zmeraj fuč\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúčkati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúčkati -am nedov. (ȗ) nar. vzhodno žvižgati, piskati: deček, vlak fučka\nfúčkati se nižje pog., s smiselnim osebkom v dajalniku (ne) biti mar, (ne) brigati: turisti se nam fučkajo; to se mi fučka!\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúl,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n fúl prisl. (ȗ) pog., zlasti v sproščenem ožjem krogu \nizraža veliko mero dejanja ali stanja; zeloSSKJ: postati ful samozavesten; Prijatelji ti lahko ful pomagamo s koristnimi informacijami E ← hrv. ful, prvotneje 'polno' (kot hrv. pȕno 'polno' in 'zelo'), ← agl. full 'poln, polno, popolnoma' \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
fundamènt,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fundamènt -ênta m (ȅ é) nosilni del kakega gradbenega objekta, navadno v zemlji; temelj: napraviti močen fundament / kopati fundament za novo zgradbo; pren. elektrifikacija je fundament industrijskega razvoja dežele\n● pog., ekspr. uničiti kaj do fundamenta popolnoma, čisto \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúra,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúra -e ž (ȗ) nižje pog. prevoz, vožnja: dnevno napravi štiri fure / vsak dan je hodil na furo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúrati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúrati -am nedov. (ȗ) pog. voziti, prevažati, zlasti s konjsko vprego: fural je in s tem precej zaslužil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fúrati -am nedov. (ȗ) pog. voziti, prevažati, zlasti s konjsko vprego: fural je in s tem precej zaslužil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúrija,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúrija -e ž (ú) \n1. nav. mn., v rimski mitologiji boginja maščevanja: erinije in furije; bežal je, kot bi ga furije preganjale; divjala je kakor furija\n2. pog., ekspr. vihrav, razburljiv človek: nekdaj nežna deklica se je spremenila v furijo; takšna furija kot ti ni za k živini\n3. pog., ekspr. naglica, razburjenje: s furijo ne boš pri tem nič opravil\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fúrija -e ž (ú) \n1. nav. mn., v rimski mitologiji boginja maščevanja: erinije in furije; bežal je, kot bi ga furije preganjale; divjala je kakor furija\n2. pog., ekspr. vihrav, razburljiv človek: nekdaj nežna deklica se je spremenila v furijo; takšna furija kot ti ni za k živini\n3. pog., ekspr. naglica, razburjenje: s furijo ne boš pri tem nič opravil\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúrman,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúrman -a m (ȗ) pog. kdor vozi, prevaža s konjsko vprego; voznik, prevoznik: šel je v mesto za furmana; preklinja kot furman zelo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fúrman -a m (ȗ) pog. kdor vozi, prevaža s konjsko vprego; voznik, prevoznik: šel je v mesto za furmana; preklinja kot furman zelo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúš,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúš -a m (ȗ) nižje pog. opravljanje navadno obrtniških del brez dovoljenja za opravljanje obrtne dejavnosti: preganjati fuš / delati na fuš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fúš -a m (ȗ) nižje pog. opravljanje navadno obrtniških del brez dovoljenja za opravljanje obrtne dejavnosti: preganjati fuš / delati na fuš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
fúšati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n fúšati -am nedov. (ȗ) nižje pog. \n1. opravljati navadno obrtniška dela brez dovoljenja za opravljanje obrtne dejavnosti: dopoldne dela v tovarni, popoldne fuša\n2. peti, igrati napačne tone: ima slab posluh, zato fuša\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; fúšati -am nedov. (ȗ) nižje pog. \n1. opravljati navadno obrtniška dela brez dovoljenja za opravljanje obrtne dejavnosti: dopoldne dela v tovarni, popoldne fuša\n2. peti, igrati napačne tone: ima slab posluh, zato fuša\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ga,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ga rod., tož. od on, nav. ekspr. \n1. pog. stvar, ki se ne mara ali ne more imenovati: nalezel se ga je opijanil se je; precej sta ga že čutila bila sta vinjena; imeti ga pod kapo biti vinjen; dosti ga nese spiti more mnogo alkoholne pijače, ne da bi se upijanil; ta ga pa pihne je zabaven, domiseln; vzbuja občudovanje zaradi kakega dejanja, uspehov; polomiti ga narediti nerodnost, neumnost; elipt. to smo ga spili smo mnogo alkoholne pijače; zelo, hrupno smo se zabavali\n2. navadno v nikalnih stavkih krepi predmet ali smiselni osebek: ni ga človeka, ki bi tega ne vedel to vsakdo ve; ni ga človeka, ki bi mi pomagal nihče mi noče pomagati, mi ne pomaga; pog. čez to vino ga ni ni boljšega vina\n // v vzkliku: glej ga, glej domišljavca; poglejte ga navihanca; prim. jih, jo, on\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; ga rod., tož. od on, nav. ekspr. \n1. pog. stvar, ki se ne mara ali ne more imenovati: nalezel se ga je opijanil se je; precej sta ga že čutila bila sta vinjena; imeti ga pod kapo biti vinjen; dosti ga nese spiti more mnogo alkoholne pijače, ne da bi se upijanil; ta ga pa pihne je zabaven, domiseln; vzbuja občudovanje zaradi kakega dejanja, uspehov; polomiti ga narediti nerodnost, neumnost; elipt. to smo ga spili smo mnogo alkoholne pijače; zelo, hrupno smo se zabavali\n2. navadno v nikalnih stavkih krepi predmet ali smiselni osebek: ni ga človeka, ki bi tega ne vedel to vsakdo ve; ni ga človeka, ki bi mi pomagal nihče mi noče pomagati, mi ne pomaga; pog. čez to vino ga ni ni boljšega vina\n // v vzkliku: glej ga, glej domišljavca; poglejte ga navihanca; prim. jih, jo, on\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
gáber,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n gáber -bra m (á) gozdno drevo z napiljenimi listi in gostim belim lesom: v dolini so rasli stari gabri in hrasti; skrivljeni gabri / pog. orodje iz gabra gabrovega lesa\n♦ bot. beli gaber gozdno drevo s temno sivim gladkim lubjem, Carpinus betulus; črni gaber nizko gozdno drevo ali grm z razoranim sivo rjavim lubjem, Ostrya carpinifolia; kraški gaber nizko drevo z majhnimi listi, ki raste na dinarskem krasu, Carpinus orientalis \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; gáber -bra m (á) gozdno drevo z napiljenimi listi in gostim belim lesom: v dolini so rasli stari gabri in hrasti; skrivljeni gabri / pog. orodje iz gabra gabrovega lesa\n♦ bot. beli gaber gozdno drevo s temno sivim gladkim lubjem, Carpinus betulus; črni gaber nizko gozdno drevo ali grm z razoranim sivo rjavim lubjem, Ostrya carpinifolia; kraški gaber nizko drevo z majhnimi listi, ki raste na dinarskem krasu, Carpinus orientalis \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
