Entry content,Entrycontent link
"kávsati -am nedov. (ȃ) \n1. nav. ekspr. hitro, sunkovito segati s kljunom po čem: kokoši kavsajo travo, zrnje\n // udarjati, tolči s kljunom: koklja jezno kavsa\n2. vulg. spolno občevati\nkávsati se ekspr. tepsti se (s kljunom): petelina sta se kavsala do krvi\n // slabš. zelo se prepirati, prerekati: kavsajo se zaradi dediščine\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kávsati
"kazuístika -e ž (í) knjiž. razreševanje, pojasnjevanje posameznega dejstva z analognim dejstvom: ukvarjati se s kazuistiko; kazuistiko je zamenjala empirija / slabš. izgubljal se je v kazuistiki pravil\n♦ rel. del moralke, ki ob konkretnih primerih razlaga splošna moralna načela \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kazuístika
"kíč -a m (ȋ) nav. slabš. okrasni predmet brez umetniške vrednosti: doma ima polno kiča\n // delo brez umetniške vrednosti: filmski, literarni kič / to je navaden propagandni kič \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kíč
"kíčast -a -o prid. (ȋ) nav. slabš. ki je brez umetniške vrednosti: prodajajo kičaste izdelke, okraske; ima kičaste figure iz porcelana; kičasta slika / piše kičaste zgodbe \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kíčast
"kífeljc -a [fəl] m (ȋ) pog. \n1. pecivo iz kvašenega testa, podkvaste oblike; rogljič: imajo sveže kifeljce; maslen kifeljc; žemlje in kifeljci\n // pecivo podkvaste oblike, navadno iz piškotnega testa in z nadevom: orehovi kifeljci\n2. slabš. policaj, miličnik: kifeljci ga že iščejo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kífeljc
"kílav -a -o prid. (í) \n1. slabš. šibek, slaboten, bolehen: na pomlad so otroci bolj kilavi; videti si prav kilav / je kilave postave / ima kilav glas / kilava koza suha, mršava\n● veliko babic — kilav otrok kjer sodeluje preveč ljudi, ni pravega uspeha\n // slab, nekvaliteten: to so kilava jabolka / produkcija je bila precej kilava / imamo kilavo vreme neprijetno, pusto\n2. redko ki ima bolezen kilo: ker je pretežko dvignil, je postal kilav\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kílav
"kílavec -vca m (í) \n1. slabš. šibek, slaboten, bolehen človek: to so sami kilavci, čvrstega moža ni med njimi / ali sta fanta ali sta kilavca boječa, strahopetna človeka\n2. bot., navadno v zvezi goli kilavec zdravilna rastlina s poleglim steblom in zelenkastimi ali rumenkastimi cveti, Herniaria glabra\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kílavec
"kílavost -i ž (í) slabš. lastnost, stanje kilavega človeka: zaradi kilavosti ni mogel delati \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kílavost
"kímati -am nedov. (ȋ) \n1. z glavo delati gibe, navadno navzdol in navzgor: kimati od zaspanosti / pri hoji kima z glavo; pren., pesn. klas trudno kima\n2. z gibi glave navzdol in navzgor izražati soglasje: ob njegovem predlogu je navdušeno kimal; boječe kima, da razume\n // z gibi glave izražati kaj: kima mu, naj pride bliže; ženske so si skrivaj kimale / kima v pozdrav\n● slabš. ta človek na vse samo kima nekritično, neprizadeto ali iz strahu pritrjuje vsemu\n3. ekspr. biti v stanju med budnostjo in spanjem; dremati: na vozu je vse kimalo; oče kima za pečjo\n4. ekspr., redko počasi, okorno stopati: junca kimata po hribu navzgor\nkimáje: pozdravljali so ga, kimaje z glavo; prijazno kimaje se je poslovila\nkimajóč -a -e: kimajoč z glavo, je podpisal; kimajoči cvet; kimajoča glava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kímati
"kímavec -vca m (í) \n1. slabš. kdor nekritično, neprizadeto ali iz strahu pritrjuje vsemu: nisem kimavec, to veš; sem zoper njega in njegove kimavce; tisti večni kimavci\n2. star. september: dne 4. kimavca 1844\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kímavec
"kíslica -e ž (í) \n1. slabš. kisla pijača, zlasti vino: ne bom pil tiste kislice / kislico prodaja za vino\n2. ekspr. kdor je (navadno) nerazpoložen, nejevoljen: bledolična kislica / ta človek je prava kislica\n3. bot. rastlina s kolenčastim steblom in zelenkastimi ali rdečkastimi drobnimi cveti, Rumex: alpska, lepa kislica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kíslica
"kláda -e ž (á) \n1. velik, debel, neobdelan kos debla: voziti klade iz gozda; klop iz hrastove klade; je len, pijan kot klada zelo; spi kot klada trdno\n // stesati tram iz klade hloda\n // redko poleno, panj: grčavo klado je dal na ogenj / sekati drva na kladi tnalu\n2. ekspr. velik kos kakega materiala; blok: kamnita klada; klade iz granita\n3. slabš. neroden, okoren človek: take klade ne mara; ta lesena, pijana klada / kot psovka klada, kje imaš glavo\n♦ metal. klada podolgovat kos (ulite) kovine za nadaljnjo obdelavo; kovaška klada debela kvadratna plošča z različno oblikovanimi luknjami in z žlebovi na robovih; zgod. klada srednjeveška mučilna priprava za uklenitev nog in rok\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kláda
"klafáč -a m (á) pog., slabš. \n1. kdor vsebinsko prazno, nespametno govori: težko poslušam tega klafača; to ti je klafač in bahač\n2. kvantač: je velik pijanec in klafač\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klafáč
"kláfarski tudi klafárski -a -o prid. (ȃ; á) pog., slabš. kvantarski: klafarske besede / spet poje klafarsko pesem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kláfarski
"klafáški -a -o prid. (á) pog., slabš. kvantarski: klafaške pesmi \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klafáški
"klafáti -ám nedov. (á ȃ) pog., slabš. \n1. vsebinsko prazno, nespametno govoriti: cele ure klafajo; klafa kot stara baba\n2. kvantati: pijanci spet klafajo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klafáti
"klafédra tudi klafêdra -e ž (ẹ̑; ȇ) pog., slabš. grd, ponošen klobuk: nosi tisto klafedro s širokimi krajci \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klafédra
"klaféta tudi klafêta -e ž (ẹ̑; ȇ) pog., slabš. grd, ponošen klobuk: prišel je umazan in s klafeto na glavi; nosil je preluknjano klafeto\n // klobuk sploh: snemite svojo klafeto, gospod \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klaféta
"klámfarski tudi klamfárski -a -o prid. (ȃ; á) pog., slabš. kvantarski: pojejo samo klamfarske popevke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klámfarski
"klamfáti -ám nedov. (á ȃ) pog., slabš. vsebinsko prazno, nespametno govoriti: kaj klamfaš neumnosti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klamfáti
"klán -a m (ȃ) \n1. zgod. skupnost ljudi v rodovno-plemenski družbi, ki temelji na mitično sorodstvenem odnosu s svojim totemom: prepoved ženitve med pripadniki istega klana; pripadnik klana krokodila, orla\n2. slabš. skupina ljudi, ki jih tesno družijo enaki interesi, prizadevanja: pripada vplivnemu klanu\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klán
"klánjati se -am se nedov. (ȃ) \n1. pozdravljati z nagibom glave ali glave in zgornjega dela telesa: že od daleč se ji je klanjal; globoko se klanjati; klanjala se je na vse strani / v meščanskem okolju, kot pozdrav klanjam se, gospa; pren., ekspr. breze se klanjajo do tal\n2. ekspr. izkazovati komu čast, spoštovanje: zaslužil je, da so se mu klanjali; ob njenem zadnjem uspehu se ji je vse klanjalo / vznes. klanjati se njegovemu spominu / ženske rade vidijo, če se jim moški klanjajo če jim laskajo\n // klanjati se do tal zelo, pretirano\n● slabš. nikar se ne klanjaj pred njimi ne ponižuj se\n3. zastar., z dajalnikom podrejati se, uklanjati se: klanjala se je pač očetovi volji; v vsem se mora klanjati drugim\nklanjajóč se -a -e: klanjajoč se na vse strani, je odšel\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klánjati se
"klánovec -vca m (ȃ) slabš. pripadnik klana: sodelovanje klanovcev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klánovec
"klánstvo -a s (ȃ) slabš. pripadnost klanu: razlika med klanstvi / kmečko klanstvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klánstvo
"klatáriti se -im se nedov. (á ȃ) slabš. potepati se, pohajkovati: ves dan se klatari okrog \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klatáriti se
"klatíti in klátiti -im, tudi klátiti -im nedov. (ī á; á) \n1. povzročati, da zaradi tolčenja s palico, obmetavanja s kamenjem padajo sadeži z drevesa: klatiti kostanj, orehe / spet je klatil hruške z drevesa\n // ekspr. delati neurejene gibe, navadno z rokami: klatil je okoli sebe, po zraku\n2. slabš. govoriti, pripovedovati: klati neumnosti; prazne klati\n● ekspr. nekoliko klati francosko govori, zna govoriti\nklatíti se in klátiti se, tudi klátiti se ekspr. potepati se, pohajkovati: namesto da bi se učili, se pa ves dan klatijo / klatiti se po ulicah\n // biti, nahajati se: po teh krajih se je klatilo največ razbojnikov\nklatèč -éča -e: klateči se psi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klatíti
"klečeplástvo -a s (ȃ) \n1. slabš. lastnost klečeplaznega človeka: odbija jo klečeplastvo tega človeka\n2. klečeplazenje: hlapčevanje in klečeplastvo pred mogočneži\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klečeplástvo
"klečeplázec -zca m (ȃ) slabš. kdor si zaradi koristi ali iz strahu pretirano, ponižujoče prizadeva za naklonjenost nadrejenih: bil je klečeplazec in karierist \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klečeplázec
"klečepláziti -im nedov. (á ȃ) slabš. zaradi koristi ali iz strahu pretirano, ponižujoče prizadevati si za naklonjenost nadrejenih: hlapčeval je in klečeplazil; klečeplazijo zaradi dobička / klečeplazi pred vsakim režimom\n // redko pretirano, ponižujoče prizadevati si za naklonjenost koga sploh: spet klečeplazi okoli nje\n● slabš. klečeplazi pred vsem tujim pretirano, navadno neupravičeno hvali, ceni tuje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klečepláziti
"klečepláznost -i ž (ā) slabš. lastnost klečeplaznega človeka: njegova klečeplaznost jo je bolela \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klečepláznost
"kléka -e ž (ẹ́) slabš. zelo suha, mršava žival, zlasti konj: v hlevu ima staro kleko\n // krivenčasto, zvito drevo: posekati kleko \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kléka
"klémpati -am nedov. (ẹ̑) ekspr. \n1. slabo, nevešče\na) igrati (na klavir): klempa, da me bolijo ušesa / slabš. kar naprej klempa igra\nb) tipkati: nehaj že klempati / slabš. naučil se je klempati tipkati\n2. sestavljati, zbijati: iz desk nekaj klempa\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klémpati
"klénkati -am nedov. (ẹ̑) \n1. nav. ekspr. zvoniti, navadno ob nesreči, smrti: že nekaj časa klenka / mrtvaški zvon klenka / začelo je klenkati zvoniti\n // nar. pritrkavati, potrkavati: pred prazniki so klenkali\n2. ekspr. slabo, nevešče igrati (na klavir): klenka, da je ne morem poslušati / slabš. zna klenkati igrati\n♦ teh. neurejeno izgorevati zaradi previsokega tlaka v valju motorja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klénkati
"klepáti klépljem nedov., klêplji klepljíte; klêpal (á ẹ́) \n1. z udarci kladiva tanjšati, ostriti rezilo: klepati koso, srp / kosec kleplje; pren., ekspr. kleplje nas usoda\n // z udarci kladiva oblikovati, obdelovati pločevino: klepati žleb\n2. ekspr., s širokim pomenskim obsegom tolči, udarjati: raje grem na cesto kamenje klepat; klepati po nakovalu / detel kleplje na deblu / čutil je, kako mu kleplje srce\n // slabo, nevešče\na) igrati (na klavir): že spet kleplje / slabš. nehaj že klepati igrati\nb) tipkati: kleplje v pisarni / slabš. sedeli smo za pisalnimi stroji in klepali kakor za stavo tipkali\n3. ekspr., redko počasi, okorno stopati: ob palici je klepal po tlaku\n4. ekspr. jesti (enolično, slabo): klepati fižol; v petek in svetek klepljejo krompir\n● ekspr. smrt že kleplje koso zanj kmalu bo umrl; pog., slabš. spet kleplje verze sestavlja, piše; slabš. nekoliko kleplje ruščino govori, zna govoriti; ekspr. to so klepali o njem grdo govorili, ga opravljali\n♦ lov. divji petelin kleplje poje začetni del svojega speva; obrt. klepati mlinski kamen z udarci kladiva mu dajati hrapavo površino\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepáti
"klepetáč -a m (á) nav. slabš. kdor (rad) veliko govori: imeli so ga za širokoustneža in klepetača; bil je neznosen klepetač \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetáč
"klepetálast -a -o prid. (á) slabš. ki (rad) veliko govori: klepetalaste ženske \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetálast
"klepetálo -a s (á) slabš. kdor (rad) veliko govori: ta človek je neznosno klepetalo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetálo
"klepetúlja -e ž (ú) slabš. kdor (rad) veliko govori: je stara klepetulja, nikoli ne bo drugačen / ta učenka je prava klepetulja\n // kdor (rad) pove kaj zaupnega: klepetulja pa nisem; ne skrbi, v naši družbi ni nobene klepetulje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetúlja
"klepetúljast -a -o prid. (ú) slabš. ki (rad) veliko govori: klepetuljasta gospodinja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetúljast
"klepetún -a m (ȗ) slabš. kdor (rad) veliko govori: je klepetun brez primere \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klepetún
"klerikálec -lca m (ȃ) \n1. nekdaj član, pristaš Slovenske ljudske stranke: slovenski liberalci in klerikalci\n2. nav. slabš. pristaš klerikalizma: je zagrizen klerikalec\n // nazadnjak, konservativec: klerikalci in desničarji\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klerikálec
"klerikálen -lna -o prid. (ȃ) nav. slabš. ki izhaja iz klerikalizma: klerikalni nazori; klerikalna miselnost / klerikalna politika / klerikalna stranka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klerikálen
"klerikalízem -zma m (ī) nav. slabš. nazor, ki zagovarja cerkveno vodstvo javnega življenja: boriti se proti klerikalizmu / politični klerikalizem\n // nazadnjaštvo, konservativizem: za to skupino je značilen klerikalizem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klerikalízem
"klerikálstvo -a s (ȃ) slabš. klerikalni nazori, klerikalna miselnost: znan je bil zlasti zaradi svojega klerikalstva\n // star. klerikalizem: širjenje klerikalstva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klerikálstvo
"klêrofašíst -a m (ȇ-ȋ) slabš. pristaš klerofašizma: zbrani so bili četniki, ustaši in klerofašisti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klêrofašíst
"klêrofašízem -zma m (ȇ-ī) nav. slabš. politično sodelovanje cerkve s fašizmom: bil je vodja upora proti klerofašizmu\n // gibanje za tako sodelovanje: pojav klerofašizma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klêrofašízem
"kléstiti -im nedov., kléščen (ẹ́ ẹ̄) \n1. s sekiro odstranjevati (drevesu) veje: klesti in seka; ves dan že klestijo / klestiti bukev / klestiti veje z drevesa\n // ekspr. udarjati, tolči (s kljunom): žolna je klestila po deblu / težko krilo ji je klestilo po nogah\n● ekspr. po vinogradu je klestila toča z močnim padanjem povzročala škodo\n2. ekspr. tepsti, pretepati: oče ga klesti; klestiti po glavi; klestili so se s palicami\n3. slabš. govoriti, pripovedovati: spet klesti neumnosti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kléstiti
"klíka -e ž (ī) slabš. navadno manjša skupina ljudi v kaki skupnosti, ki se hoče okoristiti, uveljaviti na škodo drugih: nastajanje klik v podjetjih / fašistična klika; politična, vojaška klika \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klíka
"klíkar -ja m (ȋ) slabš. pripadnik klike: bratil se je s klikarji; zagrizen klikar \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klíkar
"klíkarstvo -a s (ȋ) slabš. pojavljanje, obstajanje klik: inteligenci so očitali klikarstvo / boriti se proti klikarstvu in strankarstvu / literarno klikarstvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klíkarstvo
"kljúka -e ž (ú) \n1. gibljiva priprava na vratih, oknih za odpiranje, zapiranje: kljuka se je pokvarila; pritisnila je na kljuko in odprla vrata; prijeti za kljuko / ta kljuka se ne zapira / okenska kljuka; kljuka vrat\n2. priprava, navadno železna, z ukrivljenim koncem za prijemanje, vlečenje, obešanje: droga sta opremljena z dvema kljukama / pritrditi lestenec na kljuko / s kljuko potegniti čoln s kavljem\n // kljuke za gugalnice\n // na eni strani ukrivljen predmet, zabit v steno, rabljen za obešanje: sneti torbo s kljuke; obesiti plašč na kljuko\n3. ukrivljeni del dežnika, palice za držanje ali opiranje: držati dežnik za kljuko; opirati se na kljuko palice\n4. žarg. negativna ocena (v šoli): dobil je kljuko iz matematike; ima kljuko v angleščini\n5. slabš. nerazločno napisana črka: kdo bo te njegove kljuke bral\n6. redko vijuga, zavoj: zajec dela kljuke / v kljukah voziti\n7. slabš. suha, okorna, navadno velika ženska: oženil se je s staro kljuko\n● ekspr. obiskovalci so si kar kljuko podajali prihajali drug za drugim; veliko jih je prišlo; ekspr. tega ne morem kar s kljuke sneti hitro, na lahek način dobiti; izmisliti si; ekspr. obesiti študij na kljuko opustiti študiranje; ekspr. pritiskati na kljuke hoditi prosit za posredovanje, zaščito\n♦ agr. sodarska kljuka kovinska priprava za vstavljanje dna v sod; S kljuka ki je v obliki črke S in se rabi za transport zaklanih živali v klavnici\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kljúka
"kljúsa -e ž (ú) ekspr. star, onemogel konj: osedlali, zapregli so ubogo kljuso / stara, suha kljusa\n // slabš. konj sploh: kaj bo on s tisto svojo kljuso / kot psovka ali ti ni nič povedala, prekleta kljusa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kljúsa
"kljúse -ta in kljusè -éta s (ú; ȅ ẹ́) ekspr. star, onemogel konj: kljuse je s težavo vleklo voz; jahati na kljusetu\n // slabš. konj sploh: kaj pa ima razen tistih treh kljuset \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kljúse
"klobása -e ž (á) \n1. drobnejši valjast izdelek z navadno med seboj povezanima koncema, z nadevom iz mesa, drobovine ali drugih živil: delati, kuhati, peči klobase; cela klobasa; prekajene, sveže klobase; nekoliko premastna klobasa; odrezati kolobarček, košček klobase; pol klobase; špiljenje klobas / nadevati klobase / za malico ima klobaso in sir / krvave klobase krvavice; mesene klobase z nadevom iz mesa\n // kar je po obliki podobno klobasi: nadeti zeljne liste in jih zviti v klobaso / ekspr. otroku se na stegnih od debelosti delajo klobase\n2. ekspr. navadno modrikasta oteklina od udarca z bičem, s palico: od udarcev so se mu delale klobase; na hrbtu ima klobase\n3. tobačni listi, zviti v klobasi podobno obliko, namenjeni za žvečenje: odrezati od klobase čik / dobil je pol litra petroleja in klobaso tobaka\n● slabš. kdo bo poslušal njegove klobase razvlečeno, nezanimivo pripovedovanje; ekspr. zašpiliti klobaso vrniti se na izhodiščno mesto po drugi poti\n♦ aer. klobasa vreči podobna priprava za približno ocenjevanje smeri vetra; gastr. bela klobasa; jetrna klobasa; kranjska klobasa; lovska klobasa; suha klobasa zelo posušena kranjska klobasa; zool. morska klobasa na morskem dnu živeči, klobasi podoben iglokožec, Holothuria\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobása
"klobasáč -a m (á) slabš. kdor veliko in nespametno govori: bahač in klobasač \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobasáč
"klobasár -ja m (á) slabš. kdor veliko in nespametno govori: težko poslušam tega klobasarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobasár
"klobasaríja -e ž (ȋ) slabš. vsebinsko prazno, nespametno govorjenje: za klobasarije se ne menim\n // literarno delo, sestavek brez vrednosti: te klobasarije ne bom več bral \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobasaríja
"klobasáriti -im nedov. (á ȃ) slabš. veliko in nespametno govoriti: spet besedičijo in klobasarijo\n // nizko govoriti, pripovedovati: nekaj je klobasaril o enoličnosti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobasáriti
"klobasáti -ám nedov. (á ȃ) slabš. veliko in nespametno govoriti: nehaj že klobasati; ne zna drugega kot klobasati\n // nizko govoriti, pripovedovati: le kaj ji klobasa / klobasati neumnosti / nekaj je klobasal o meni \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobasáti
"klobúštra -e ž (ȗ) \n1. pog., slabš. grd, ponošen klobuk: spet je prišel s tisto klobuštro na glavi\n2. klobuštrač: težko posluša to klobuštro\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobúštra
"klobuštráti -ám nedov. (á ȃ) ekspr. \n1. veliko in nespametno govoriti: nehaj že klobuštrati\n // slabš. govoriti, pripovedovati: že spet klobuštra neumnosti\n2. počasi, okorno stopati: konj je klobuštral po temnih ulicah\n // slabš. hoditi: bos klobuštra po vrtu\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klobuštráti
"kloféta tudi klofêta -e ž (ẹ̑; ȇ) pog., slabš. grd, ponošen klobuk: ima raztrgano obleko in klofeto na glavi; preluknjana klofeta\n // klobuk sploh: dajte z glave svojo klofeto, gospod \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kloféta
"klopotálo -a s (á) slabš. kdor (rad) veliko govori: njegov prijatelj je veliko klopotalo\n● nizko pazi na svoje klopotalo, da ne bo joj besede, jezik \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klopotálo
"klopotáti -ám in -óčem nedov. (á ȃ, ọ́) \n1. nav. ekspr. slišno, odsekano udarjati ob tla: cokle so klopotale po kamnitem tlaku / po kamenju klopotajo konjska kopita peketajo\n // dajati odsekane, navadno enakomerne glasove: štorklje so klopotale na strehi / čaplje so klopotale s kljuni; pren., ekspr. v sobi so klopotali pisalni stroji\n● star. zobje so jim klopotali od mraza šklepetali\n // klopotaje premikati se: po hodniku so že zgodaj klopotali bolniki / konj je počasi klopotal naprej\n2. slabš., redko govoriti, pripovedovati: ne ve, kaj klopota / klopota neumnosti\nklopotáje: hodil je, klopotaje s čevlji; štorklje so glasno klopotaje krožile nad hišami\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klopotáti
"klopôtniti -em dov. (ó ȏ) nav. ekspr. dati odsekan glas: zvonec je klopotnil, ko se je žival premaknila / slabš. če se mu to kdaj omeni, takoj klopotne odgovori z odsekanim glasom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klopôtniti
"klóštrski -a -o prid. (ọ̑) nižje pog. samostanski: kloštrsko življenje / slabš. vidi se, da je imela kloštrsko vzgojo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klóštrski
"klúmp -a m (ȗ) pog., slabš. malo vredno, nekoristno blago: prodajajo sam klump; kam boš z vsem tem klumpom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",klúmp
"kméčki -a -o prid. (ẹ̑) nanašajoč se na kmete: kmečko dekle; kmečko prebivalstvo / publ. težnje širokih kmečkih množic / biti kmečkega rodu, stanu / kmečki slog / drama se godi v kmečkem okolju; opisovati kmečko življenje / knjiž. (kmečki) dom kmečka hiša, navadno z gospodarskimi poslopji; kmečki kot jedilni kot s pohištvom v kmečkem slogu; kmečki voz; kmečka hiša; kmečka jed preprosta jed, ki se pripravlja zlasti na kmetih; kmečka peč velika peč, ki se kuri zunaj prostora, katerega ogreva; kmečka posest zemlja, ki jo ima kmet; v stanovanju si je uredil kmečko sobo; kmečko delo delo na polju in pri živini; kmečko gospodarstvo / slabš. poročil se je s tisto kmečko butaro nerodno, okorno žensko\n // vzemi, kaj se braniš kakor kmečka nevesta v zadregi; zelo\n♦ agr. mala kmečka produkcija produkcija, ki zadostuje le za osebne potrebe kmeta; bot. kmečki tobak gojena rastlina z zelenkasto rumenimi cveti, Nicotiana rustica; jur. kmečko zavarovanje; šah. kmečka končnica končnica, v kateri so samo kmetje; tur. kmečka ohcet folklorna prireditev s prikazovanjem starih običajev svatbe v kmečkem okolju; zgod. kmečki upori do odprave tlačanstva upori kmetov proti fevdalcem zaradi povečanja zlasti denarnih dajatev; boji kmetov za osvoboditev izpod tlačanstva; zool. kmečka lastovka lastovka z izrazito izrezanim repom, po hrbtu kovinsko modra, po trebuhu rdečkasto bela, Hirundo rustica\nkméčko prisl.: kmečko oblečena ženska; (po) kmečko se obnašati; sam.: v njegovem vedenju je nekaj kmečkega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kméčki
"kmèt kméta m, im. mn. kmétje stil. kméti (ȅ ẹ́) \n1. kdor ima zemljo in jo obdeluje ter se s tem preživlja: kmetje so zemljo že zorali; siromašni kmetje / ekspr. kmet je kralj / po poklicu je bil kmet / mali kmet ki ima navadno do 5 ha zemlje; srednji kmet ki ima navadno od 5 do 10 ha zemlje; veliki kmet ki ima navadno nad 10 ha zemlje\n // do odprave tlačanstva: podložni, svobodni kmetje; kmet tlačan; upori kmetov / po rodu je kmet pripadnik kmečkega sloja\n2. slabš. neroden, neuglajen človek: ne bodi tak kmet / kmet je kmet; dopovej mu, ko pa je tak kmet neumen, omejen človek\n3. mn., nav. ekspr., s predlogom dežela, podeželje: prišel je s kmetov; iti na kmete; na kmetih, po kmetih je teh imen še dosti\n4. šah. šahovska figura, ki se giblje v pravokotni smeri naravnost: dobiti, izgubiti, žrtvovati kmeta / blokirati kmeta zapreti mu pot; fiksirati kmeta preprečiti mu napredovanje; forsirati kmeta izsiliti kmetu prosto pot; izolirati kmeta ločiti ga od ostalih kmetov iste barve; dvojni kmet dva kmeta iste barve na isti liniji; gambitni kmet; prosti kmet; kmet na b-liniji v drugi navpični vrsti z leve strani; dobitek kmeta osvojitev nasprotnikovega kmeta\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",kmèt
