Entry content,Entrycontent link
"génij -a m (ẹ́) \n1. izvirno ustvarjalen človek z najvišjimi duševnimi sposobnostmi: on je genij; literarni, pesniški genij; umetniški genij; spoznanje genija; zgodovinska vloga genija / iron. to neumnost je lahko naredil samo tak genij, kot je on\n2. knjiž. najvišja, izvirno ustvarjalna sposobnost, duh: verovali so v njegov iznajditeljski genij; izpričati svoj ustvarjalni genij; genij komponista\n // bistvene značilnosti, značaj česa: avtorjevo delo predstavlja sintezo germanskega in latinskega genija Belgije; to je tuje našemu narodnemu geniju\n3. v rimski mitologiji bitje, ki spremlja in varuje človeka od rojstva do smrti: dobri geniji; pren., pesn. genij ljubezni, zvestobe\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",génij
"gláva -e stil. -é ž, rod. mn. gláv (á) \n1. del človeškega ali živalskega telesa, v katerem so osrednji živčni centri in nekatera čutila: glava ga boli; glava mu je klonila, omahnila na prsi; dvigne glavo in ga bistro pogleda; z dlanmi podpreti glavo; sneti klobuk z glave; čez glavo se odeti; dati ruto na glavo; poln jerbas je zadela na glavo; pod glavo si je položil blazino; udariti koga po glavi; debela, plešasta glava; človek z dolgo, ozko glavo; deli, kosti glave; oblika glave; poškodba glave; bolečina v glavi / ptica s črno glavo / kupiti svinjsko, telečjo glavo / risati glavo; glava iz mavca / obrniti glavo nazaj ozreti se; skočiti v vodo na glavo z glavo naprej; kri ji je silila v glavo; zavrtelo, zvrtelo se mu je v glavi začutil je omotico\n // njegova siva glava je vzbujala spoštovanje njegovi sivi lasje kot znamenje starosti; umivati glavo lase; del glave, ki ga pokrivajo lasje\n // bil je za glavo višji od drugih za višino glave\n // kot klic za dajanje poguma glavo pokonci / pri izražanju \na) žalosti, zadrege: nagniti glavo; povesiti, skloniti glavo\nb) nesoglasja, zanikanja: odmajati z glavo\nc) neprijetnega začudenja, dvoma: presenečeno je majal z glavo; zmajati z glavo\nč) strahu: potegniti, stisniti glavo med ramena\nd) nestrpnosti, odpora: stresti, stresati z glavo; pren. dohodek na glavo (prebivalca); koliko glav (živine) imaš v hlevu?\n // ta del človeškega telesa, katerega izguba ali hujša poškodba pomeni izgubo življenja: ni se bal za svojo glavo, za otroka ga je skrbelo / kot podkrepitev: glavo dam, stavim, da je tako; glavo stran, če lažem / pog., ekspr. odnesti celo glavo nepoškodovan priti iz tepeža, boja; vzeti komu glavo obglaviti ga; na njegovo glavo je razpisana nagrada kdor bo omogočil, da bo iskani aretiran, bo dobil nagrado; star. deli so ga ob glavo obglavili so ga; ekspr. pognal si je kroglo v glavo naredil je samomor z ustrelitvijo; pog. med vojno ji je šlo za glavo bila je v nevarnosti, da jo usmrtijo; ekspr. svojo neprevidnost je plačal z glavo zaradi svoje neprevidnosti je umrl\n2. nav. ekspr. ta del pri človeku kot središče njegovega razumskega in zavestnega življenja: imeti glavo polno domislekov; to mi že dolgo blodi, hodi, roji po glavi; obdržati, nositi v glavi / glej, da ne boš izgubil glave da boš ostal priseben; pog. zmešati glavo dekletu vzbuditi ljubezen; vedno bolj je brez glave zmeden, raztresen; to žensko si moraš kar iz glave izbiti pozabiti jo; novica mu ni hotela, ni šla v glavo ni mogel verjeti, da je resnična; pog. poštevanka mu ne gre v glavo ne more si je zapomniti; kaj neki ti je stopilo, šinilo, udarilo v glavo; pog. stvar si je vtepla v glavo; misel se ji je zapičila v glavo; delati po svoji glavi ne oziraje se na mnenje, nasvete drugih; učencu se je posvetilo v glavi doumel, razumel je; delati z glavo opravljati umsko delo; biti pri delu zbran; misliti s svojo glavo imeti samostojno mišljenje; fant je bistre, dobre, pog. odprte glave; pog. bolj počasne glave je; ima (dobro) glavo se lahko uči, trdo glavo se težko uči; pog. preveč je svoje glave trmast, svojeglaven\n // s prilastkom človek, zlasti glede na svoje značilnosti, umske sposobnosti: bil je bistra glava; izrazita filozofska glava; modra, prebrisana, učena glava / kronana glava vladar; navzoče so bile vse visoke glave / domačija je brez moške, ženske glave\n3. z rodilnikom najpomembnejši, vodilni človek v kaki organizaciji, skupini, gibanju: bil je glava opozicijskega gibanja, stranke / glava družine\n4. rabi se samostojno ali s prilastkom glavi podoben del česa\na) po mestu: ladja se je potopila z glavo naprej; skalne glave gor; glava lesenega pomola / glava kolone\nb) po obliki: glave žebljev; vijaki brez glav; ponvica za glavo stegnenice\nc) po pomembnosti: plužna glava; glava šivalnega stroja\n // okroglast in glede na uporabnost najpomembnejši del nekaterih rastlin: solata ima velike glave; zelnata glava / zelje dela glave, gre v glave med rastjo se oblikuje v glave\n // daj mi glavo čebule (eno) čebulo\n // knjiž. roža je nagnila glavo cvet\n5. naslovni del knjige, revije, časopisa ali sestavka: podlistek nima glave; glava Ljubljanskega zvona\n // kar je napisano na zgornjem, uvodnem delu listine, pisma: glava zgodovinske listine / pismo je imelo v glavi naslov\n● ekspr. zaradi tega jih bo še zelo glava bolela bodo imeli velike skrbi; občutili bodo neprijetne posledice; ekspr. ne ve, kje se ga glava drži zaradi preobilice dela, skrbi je popolnoma zmeden; ekspr. govoril je nekaj, kar ni imelo ne glave ne repa kar je govoril, je bilo brez logične povezave; ekspr. s tem si ni ubijal glave delal skrbi; strokovnjaki si že dolgo belijo glavo s tem vprašanjem veliko razmišljajo o vprašanju; ekspr. spet so začeli dvigati glave postajati uporni, predrzni; ekspr. imeti prazno glavo zelo malo ali nič vedeti; ekspr. imeti polno glavo skrbi zelo veliko; pog., ekspr. fant ima glavo na pravem koncu zna pametno, premišljeno ravnati; pog., ekspr. nositi glavo naprodaj izpostavljati se smrtnim nevarnostim; nositi glavo pokonci biti ponosen, samozavesten; pog., ekspr. nositi glavo v torbi biti v neprestani življenjski nevarnosti; vznes. nima, kamor bi glavo položil nima kje stanovati, prespati; ekspr. ves večer so stikali glave si šepetali; ekspr. tišči glavo v pesek (kot noj) noče videti neprijetne resnice, sprijazniti se z njo; pog. vedeti, znati iz glave na pamet; pog., ekspr. zaradi tega ti ne bo krona z glave padla se ne bo zmanjšal tvoj ugled; ekspr. imel sem dela čez glavo zelo veliko; pog. vreči skrbi čez glavo ne ukvarjati se z njimi; ekspr. čez glavo se je zadolžil zelo; pog. dekleti sta ji čez glavo zrasli se je ne bojita več, se ne zmenita za njene opomine; pog., ekspr. nakopati si kaj na glavo prevzeti nase neprijetno skrb za kaj; ekspr. radi bi svet na glavo obrnili, postavili spremenili trdna, ustaljena načela, spoznanja; pog., ekspr. saj nisem na glavo padel, da bi hodil tja nikakor ne bom šel tja, ker bi bilo to zame slabo; ekspr. postaviti resnico, ugotovitev na glavo prikazati jo v nasprotnem smislu; ekspr. ne grem, pa če se vsi na glavo postavite nikakor ne, sploh ne; ekspr. zadeti žebelj na glavo opozoriti na bistvo, priti do bistva stvari; pog. pohvala mu je stopila v glavo postal je domišljav, prevzeten; šalj. pijača mu je zlezla v glavo opil se je; ekspr. za glavo se je prijel, ko je zvedel resnico bil je (neprijetno) presenečen, začuden; pog. tudi on ima maslo na glavi tudi on je napravil prekrške, prestopke; pog., ekspr. vso organizacijo izleta sem imel na glavi za vso organizacijo sem moral skrbeti; ekspr. ne bom dovolil, da bi mi po glavi hodili da bi samovoljno, brezobzirno ravnali z menoj; ekspr. na trgu je bila glava pri glavi veliko ljudi skupaj; zgrabiva zadevo pri glavi začniva z bistvom stvari; iron. v njegovi glavi je nekaj narobe njegove misli in dejanja so nekoliko čudaške; iron. ta ima pa slamo v glavi nič ne ve, ne zna; pog., ekspr. malo ga je imel v glavi bil je nekoliko vinjen; pog., šalj. manjka mu eno kolesce v glavi je nekoliko čudaški; ekspr. hiša nam še ne gori nad glavo ne mudi se nam še tako zelo; ekspr. nima niti strehe nad glavo doma, stanovanja; ekspr. hotel je z glavo skozi zid izsiliti, doseči nemogoče; ekspr. biti nov od nog do glave, od glave do peta biti oblečen v nova oblačila; ekspr. glavo za glavo če je kdo zakrivil človekovo smrt, naj se kaznuje s smrtjo; ekspr. več ima v mezincu kot ti v glavi neprimerno več ve kot ti; tvoja glava, tvoj svet stori, odloči se po svojem preudarku; več glav več ve; preg. po slabi družbi rada glava boli; preg. riba pri glavi smrdi če je kaka skupnost, družba slaba, je treba krivdo iskati med vodilnimi, odgovornimi ljudmi; preg. kdor nima v glavi, ima v petah pozabljiv človek se mora večkrat vrniti\n♦ adm. glava začetni del uradnega dopisa, ki vsebuje podatke o pošiljatelju, številko dopisa, datum, ali ti podatki na ovojnici; alp. jeklena glava cepina scela skovan zgornji del; anat. mišična glava trupu bližji ali zgornji del mišice; elektr. magnetna zvočna glava priprava, ki spreminja električne signale v magnetni zapis na trak in narobe; magnetofonska glava magnetna zvočna glava pri magnetofonu; etn. lov na glave pri primitivnih ljudstvih zbiranje človeških glav pri napadu na sovražna plemena, da bi bile za trofeje; film. filmska glava začetni del filmskega traku s podatki o filmu; gozd. glava sekire debelejši del sekire; grad. glava pilota topi zgornji konec pilota; les. glava del orodja ali strojne naprave, na katerega se namestijo noži ali drugačna rezila; strojn. cilindrska glava ali glava motorja del motorja, ki zapira cilinder na nasprotni strani kakor bat; frezalna glava; vrtalna glava del vrtalnega stroja, v katerega se vpne sveder ali kako drugo vrtalno orodje; teh. ojnična glava ali glava ojnice večji konec ojnice; sklepna glava kovice razširjeni konec, ki nastane, ko se kovica zakuje; glava risbe najvažnejši podatki o tehnični risbi na risbi sami; žel. tirnična glava zgornji, odebeljeni del tirnice\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",gláva
"globokoúmje -a s (ȗ) knjiž. lastnost globokoumnega človeka: odlikoval se je po modrosti in globokoumju / iron. nisem mogel več poslušati njegovega globokoumja / globokoumje besed \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",globokoúmje
"glôrija in glórija -e ž (ó; ọ́) \n1. svetniški sij, gloriola: zlata glorija mu obdaja glavo; pren., knjiž. nadel si je glorijo junaka\n // knjiž. sij, blišč, žar: vsa cerkev je bila v svetli gloriji; sonce obliva drevje z večerno glorijo; glorija sončnega zahoda\n2. ekspr. slava, čast, priznanje: v vsej gloriji se je čutil nesrečnejšega kot prej; iron. to je pomenilo konec njegove glorije / pog. sprejeli so ga z veliko glorijo z velikimi slavnostmi, s poveličevanjem\n♦ alp. mavričast sij ob človekovi senci na nizko ležeči megli; rel. latinska molitev pri maši z začetkom: Gloria\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",glôrija
"gníl -a -o stil. -ó [iu̯] prid. (ȋ ī) \n1. ki gnije ali je že zgnil: gnil les; gnila slama; gnilo in plesnivo grozdje; duh po gnilih jajcih; prodajali so tudi gnilo sadje / gnil zob / ekspr. gnila rana gnojna; voda že toliko časa stoji, da je že kar gnila; pren., slabš. gnila, smradljiva zadovoljnost\n♦ alp. gnil sneg otajan, star sneg, ki se seseda; etn. gnilo jajce otroška igra, pri kateri čepi kaznovani igralec v sredini kroga drugih čepečih igralcev\n2. slabš. pokvarjen, malovreden, slab: to je popolnoma gnil človek; gnila družba / razkrivati gnile razmere; gnilo gospodarstvo / nav., iron. gnila Jugoslavija Jugoslavija pred letom 1941\ngníli -a -o sam.: skušal je iztrebiti vse, kar je bilo gnilega in nezdravega\n● iron. nekaj je gnilega v deželi danski\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",gníl
"gólaž -a m (ọ̑) jed iz kosov mesa, dušenega v začinjeni omaki: naročil si je golaž in pivo; goveji, svinjski golaž / pog. mali golaž mala porcija golaža\n // krompirjev golaž krompir v začinjeni omaki; segedin(ski) golaž iz svinjskega mesa in kislega zelja\n // iron. volilni golaž pogostitev, ki jo pripravi kandidat svojim volivcem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",gólaž
"gostíti2 -ím nedov., goščèn (ī í) streči gostu z jedmi in pijačami: prijatelje je gostila dolgo v noč; gostiti z vinom / ekspr. natakar, še en liter, danes gostim jaz! poravnam račun, plačam\ngostíti se nav. ekspr. dobro jesti in piti: imenitno smo se gostili; gostili so se z divjačino / kako se je gostil z mastnim puranom s slastjo jedel\n // iron. vsak dan so se gostili s koruznim močnikom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",gostíti
"góvor -a m (ọ̑) \n1. oblikovanje besed, stavkov z govorilnimi organi: s ceste se je slišal glasen govor; neizrazit, nosljajoč govor; motnje, tehnika govora / obvladati kak jezik v govoru in pisavi / spoznati koga po govoru\n // sposobnost tega oblikovanja: človeka loči od drugih živih bitij tudi govor; v bolezni je izgubil vid in govor / dar govora; imeti dar govora biti dober govornik\n● iron. torej si spet dobil dar govora si pripravljen, hočeš spet govoriti\n2. izražanje misli z govorjenjem: obtičati sredi govora; seči, vpasti komu v govor / svoboda govora\n3. izmenjava mnenj, misli; pogovor: govor je nanesel na očeta; napeljal je govor na svoj članek; obrniti, zasukati govor drugam / v povedno-prislovni rabi, navadno z nikalnico: o tem bo še govor, pog. govora prihodnjič; zdaj ni govor o premirju se ne govori; zdaj še govora ni o premirju še misliti ni nanj; ekspr. o kakem spanju sploh ni bilo govora; pren. govor pesti\n // v medmetni rabi, z nikalnico izraža močno zanikanje: ni govora, da bi ga še čakal / »Ali grem lahko v kino?« »Ni govora.«\n4. sestavek o kaki stvari, ki se neposredno podaja v javnosti, ali podajanje tega sestavka: predsednikov govor je vse navdušil; govor je dolgo trajal; govora ni govoril, ampak bral; izdati govore v knjigi; prenašati govor po radiu in televiziji; v govoru je poudaril, da je potrebna takojšnja pomoč; dolgovezen, ognjevit, oster govor; otvoritveni, pozdravni, uvodni govor / pog. imeti, nižje pog. držati govor govoriti\n5. s prilastkom jezik, zlasti v govorjeni obliki: izobraženci so začeli povzdigovati v knjižni jezik tudi domači govor; nemški govor je še kar razumela; slovenskega govora ne bo nikoli pozabil / ljudski, otroški, pesniški govor; govor izobražencev; pren. likovni govor; govor oči in kretenj\n♦ lingv. govor jezikovni sistem v okviru kakega narečja; odvisni ali indirektni govor navajanje tujega sporočila v slovnični odvisnosti od poročevalčevega govorjenja; premi ali direktni govor navajanje tujega sporočila v izvirni obliki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",góvor
"grandománski -a -o prid. (ȃ) nanašajoč se na grandomanijo: na grandomanski način prikazovati problem / iron. grandomanski projekt avtomobilske ceste v danih razmerah težko izvedljiv \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",grandománski
"grofìč -íča m (ȉ í) \n1. grofov sin: pisal je materi mladega grofiča\n2. iron. grof: kaj pa bodo takile grofiči\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",grofìč
"herój -a m (ọ̑) \n1. kdor je storil izredno pogumno, junaško dejanje, junak: neznani ljudje so v bojih postajali heroji; heroji Sutjeske / ekspr. heroji vesoljskih poletov / ne delaj se heroja; iron. poglej heroje, kako so jo popihali / red narodnega heroja visoko jugoslovansko odlikovanje, ki se podeli za izredno junaška dejanja v boju s sovražnikom\n2. v grški mitologiji bitje, ki ima človeške in božanske lastnosti, polbog: heroj Prometej\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",herój
"híšen -šna -o prid. (ȋ) nanašajoč se na hišo: hišni prag, vogel / hišni gospodar, lastnik / hišna dela; manjša hišna popravila / hišna centralna kurjava / povabili so vse hišne prijatelje / hišni pes pes, ki se goji v stanovanju, zlasti za družbo, zabavo; hišni red pravila o pravicah in dolžnostih stanovalcev, navadno v večstanovanjski hiši; hišni svet izmed stanovalcev izvoljen samoupravni organ; hišni telefon; hišni zdravnik; hišna goba rastlina zajedavka, ki uničuje vlažen vgrajen les; hišna pomočnica gospodinjska pomočnica; hišna številka; hišno ime ime hiše, domačije, ki ga uporablja bližnja okolica; hišna vrata glavna, vhodna vrata hiše, zgradbe\n● iron. v stanovanju je našel hišnega prijatelja ženinega ljubimca; ekspr. v razpredelnico je napisal same hišne številke izmišljene, neprave\n♦ zool. hišni pajek pajek, ki prede lijakaste mreže po kotih, Tagenaria domestica; hišna miš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",híšen
"hláče hláč ž mn. (á ȃ) oblačilo, zlasti moško, ki obdaja spodnji del telesa in vsako nogo posebej: nositi, obleči, sleči, strgati hlače; irhaste, platnene hlače; hlače do kolen / delovne, jahalne, smučarske hlače; ženske hlače; dolge hlače katerih hlačnice segajo približno do gležnjev; kratke hlače katerih hlačnice segajo najdlje do kolen; hlače na zvonec ki imajo hlačnice spodaj razširjene\n // spodnje hlače del moškega spodnjega perila v obliki hlač\n● pog., ekspr. hlače se mu tresejo boji se, strah ga je; pog. guliti, trgati hlače po šolskih klopeh hoditi v šolo; šalj. izprašiti, pomeriti komu hlače natepsti ga; iron. v tej družini pa žena hlače nosi odloča, ukazuje; šalj. pes mu je pomeril hlače mu je raztrgal hlače; pog., ekspr. ti je srce v hlače padlo? si se zbal, izgubil pogum; nizko ta bi se v podobni situaciji že zdavnaj v hlače (podelal) bi se zbal, izgubil pogum in zato popustil, odnehal; pog., ekspr. skočiti v hlače zelo hitro jih obleči; ekspr. koliko pa te je v hlačah spoprimi se z menoj, če si upaš\n♦ lov. zelo dolge in goste dlake ali perje po nogah nekaterih sesalcev ali ptičev; teh. črki Y podoben kos cevovoda \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",hláče
"humanitárec -rca m (ȃ) nav. iron. humanitaren človek: ti sentimentalni humanitarci \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",humanitárec
"hvála -e ž (á) \n1. ugotavljanje, poudarjanje pozitivnih lastnosti česa: poslušati, zaslužiti hvalo; to je povedal v njegovo hvalo; prazna, zaslužena hvala; hvale je bil vesel; hvale vredna odločitev; željen je časti in hvale; star. dajati hvalo hvaliti\n2. star. izražanje hvaležnosti, zahvala: to naj bo hvala za mojo dobroto; za svoj trud ne pričakuje hvale; dolžen sem mu hvaležnost, hvalo\n3. v medmetni rabi izraža\na) hvaležnost: hvala! hvala, tovariš! hvala vam! iskrena, najlepša, prisrčna hvala! hvala lepa! / hvala za gostoljubje, pismo! hvala za vse! tisočkrat hvala, da si storil to namesto mene! / kot vljudnostni pristavek k odgovoru na vprašanje ali na izraženo željo: »Kako se imate?« »Hvala, dobro!«; »Dober tek!« »Hvala, enako!«\nb) veselje, zadovoljstvo: dobro smo opravili, hvala bogu\nc) vljudno odklonitev, zavrnitev: ne potrebujem, hvala! hvala, ne kadim\n● ekspr. kar naprej so mu peli hvalo zelo so ga hvalili; ekspr. še hvala mi ni rekel čisto nič se ni zahvalil; ekspr. sama hvala ga je zelo hvali sebe ali stvar, za katero se zavzema; iron. hvala za tako pomoč če mi ne moreš, nočeš drugače, izdatnejše pomagati, mi tudi tako ni treba; ekspr. bil je poln hvale o njem zelo ga je hvalil; lastna hvala — cena mala; preg. lastna hvala se pod mizo valja hvaljenje samega sebe ni dosti vredno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",hvála
"idíla -e ž (ȋ) \n1. lit. lirsko-epsko delo, ki opisuje mirno, zadovoljno življenje, povezano z naravo: rad je prebiral idile / avtor pastirske, ribiške idile\n2. nav. ekspr. mirno, zadovoljno življenje, navadno povezano z naravo: vojna je uničila idile; vaška idila; iron. hribovske idile ob petrolejki se je kmalu naveličal / sanjal je o družinski idili; preživljal je čudovito ljubezensko idilo ljubezen\n // idila kmečkega življenja idiličnost\n3. navadno s prilastkom stanje v naravi, ki izraža mir, ubranost: zimska idila ob Dravi / čudovita večerna idila / idila gorskega sveta idiličnost\n♦ muz. manjša, preprostejša skladba, ki deluje pomirjujoče\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",idíla
"idíličen -čna -o prid. (í) nanašajoč se na idila 2, 3: idilični kraji; idilična vaška cerkev / bil je priča idiličnemu prizoru / idilično življenje / ekspr. okrog njega je vladal idiličen mir popoln\n // idilični motivi / iron. ima idilične predstave o ljubezni; idilično opisovanje razmer neresnično, olepšano\n♦ lit. idilični ep\nidílično prisl.: idilično lepa pot skozi gozd\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",idíličen
