New column,New column (1)
kriminál,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kriminál -a m (ȃ) \n1. nav. ekspr. dejavnost, ki zajema kazniva dejanja: zaiti v kriminal; organiziran kriminal / v državi narašča kriminal / pojav gospodarskega kriminala\n // ekspr. kaznivo dejanje: prišlo je do kriminala\n2. zastar. zapor, ječa: dolgo let je sedel v kriminalu\n● pog., ekspr. taka obljuba je naravnost kriminal je zelo slaba, nemogoča, nesprejemljiva\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
križàt,"križàt -áta -o prid. (ȁ ā) zastar. ki ima obliko križa; križast: križat meč / nekdaj križati tolar križavec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kríževnik,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kríževnik -a m (ī) \n1. etn. belo blago, navadno platno, ki ga da boter krščencu: tkati križevnik\n2. zastar. križar: hraber križevnik\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kríževniški,"kríževniški in križévniški -a -o prid. (ī; ẹ̑) \n1. rel. križniški: križevniška cerkev / križevniška komenda\n2. zastar. križarski: križevniška vojska\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kŕm,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kŕm -a m (r̄) zastar. krma2: visok krm \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kŕma,"kŕma3 -e ž (ŕ) zastar. divja svinja: breja krma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
krmáča,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n krmáča -e ž (á) zastar. svinja: krmača je povrgla \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
króg,"króg prisl. (ọ̑) zastar. okrog, okoli: krog hoditi\n♦ šport. (na) levo krog kot povelje (obrni se) na levo za pol kroga; prim. kroginkrog \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
krščeník,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n krščeník -a m (í) zastar. kristjan: pobožni krščeniki \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kúkaven,"kúkaven -vna -o prid. (ū) zastar. beden, žalosten: njegovo življenje je bilo kukavno / znašel se je v prav kukavnem stanju \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kúkavica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kúkavica -e ž (ú) \n1. ptica selivka, ki odlaga jajca v gnezda manjših ptic pevk: kukavica kuka; iz gozda je bilo slišati kukavico\n● iz radijskega sprejemnika se je oglasila kukavica zvočni signal ljubljanske radijske postaje; ura s kukavico ura, navadno stenska, ki daje zvočne znake, podobne glasu kukavice\n // ekspr. tuj, nezakonski otrok (v družini): podtaknila mu je kukavico\n2. bot., navadno v zvezi navadna kukavica rastlina s svetlo ali temno vijoličastimi dišečimi cveti, Orchis morio: šopek navadnih kukavic\n3. zastar. bojazljivec, strahopetec: ne bodi takšna kukavica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kúpa,"kúpa -e ž (ú) \n1. vznes. boljši kozarec kelihaste oblike: v kupi se je lesketalo vino; kristalna, srebrna kupa\n // vsebina kupe: izpil je kupo do dna; pren. kupa bridkosti, trpljenja\n2. zastar. kozarec sploh: napolnil je kupo; polna kupa vina\n♦ gastr. sadna kupa sadje s smetano, sladoledom, servirano navadno v kozarcih\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kupíček,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kupíček -čka m (ȋ) zastar. kupovanje, nakup \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kupílo,"kupílo -a s (í) zastar. kar je kupljeno, nakup: kupilo je zložila v cekar\n● zastar. na kupilu kuhati in se greti s kupljenimi drvmi, kupljenim gorivom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvánta,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kvánta -e ž (ȃ) \n1. ekspr. prostaška, nespodobna šala: rad pripoveduje kvante; naslajati se ob kvantah; gostilniška, grda kvanta / nehaj že s svojimi kvantami\n // zastar. prostaška, nespodobna pesem: brunda, poje umazano kvanto\n2. redko izmišljotina, čenča: ne verjemi tem kvantam; za kvante se ne meni\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvaražugón,"kvaražugón -a m (ọ̑) zastar. črnoglednež, pesimist: je pravi kvaražugon \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvarljív,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kvarljív -a -o prid. (ī í) \n1. ki se (rad) kvari: kvarljivo blago; hitro kvarljiva živila\n2. zastar. škodljiv: kvarljive živali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvárta,"kvárta2 -e ž (ȃ) zastar. karta2: začeli so metati kvarte; iz kvart prerokovati; igrati na kvarte; kupček kvart \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvartírati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kvartírati -am nedov. in dov. (ȋ) zastar. nastanjevati: vojaki so kvartirali konje pri kmetih \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvartírmójster,"kvartírmójster -tra m (ī-ọ́) zastar. vojak, oficir, ki skrbi za nastanitev vojakov, vojske; nastanjevalec: po vaseh je hodil kvartirmojster \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvasílo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n kvasílo -a s (í) zastar. beljakovina, ki je po svoji funkciji katalizator; encim: prebavno kvasilo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
kvásiti,"kvásiti -im tudi kvasíti -ím nedov. (ā ȃ; ī í) \n1. povzročati, da postaja kaj (zaradi vrenja) kislo; kisati: kvasiti kumare, zelje; sok je začel vreti in se kvasiti\n // zastar. namakati, močiti: roke je dolgo kvasil v vodi\n2. dajati, dodajati kvas: kvasiti testo / kvasiti flancate\n♦ gastr. kvasiti divjačino povzročati, da postaja v kvaši mehkejša in da dobiva določen okus\nkvásiti se, tudi kvasíti se redko vzhajati: kruh se kvasi\nkvášen -a -o tudi kvašèn -êna -o: kvašeno testo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
láhet,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n láhet -htí ž (ȃ) nav. mn. del roke med zapestjem in komolcem; laket: nasloniti se z lahtmi na mizo; njene zagorele lahti / ekspr. objeti z belimi lahtmi rokami\n // zastar. del roke ob sklepu med podlaktom in nadlaktom; komolec: zavihati rokave do lahti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lahkôča,"lahkôča -e ž (ó) zastar. lahkost, lahkota: lahkoča gibov / z lahkočo premagati ovire \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lahkodúšen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lahkodúšen -šna -o prid. (ū ȗ) zastar. neprizadet, ravnodušen: je lahkodušen človek\nlahkodúšno prisl.: pripovedoval je tako lahkodušno, kot da bi se ga vse to nič ne tikalo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lahkoúmen,"lahkoúmen -mna -o prid. (ú ū) \n1. star. ki v ravnanju, odločitvah premalo misli na možne posledice; lahkomiseln: ne zaupajo mu, ker je malomaren in lahkoumen / prazne in lahkoumne besede\n2. knjiž., redko bister, (duševno) prožen: to je lahkoumen človek\n3. zastar. lahko razumljiv: njegove pesmi so lahkoumne\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lahkoúmnost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lahkoúmnost -i ž (ú) \n1. star. lahkomiselnost: zgražali so se nad njegovo lahkoumnostjo; mladostna lahkoumnost\n2. zastar. lahka razumljivost: spis se odlikuje po zanimivosti in lahkoumnosti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
láket,"láket -kta m (ȃ) \n1. del roke med zapestjem in komolcem: dotaknil se je njenega lakta; z laktom si obrisati znojno čelo; kratki in debeli lakti\n // zastar. del roke ob sklepu med podlaktom in nadlaktom; komolec: zavihati si rokave čez lakte\n2. nekdaj dolžinska mera za platno, približno 275 cm: dva lakta platna\n // dolžinska mera za tkanine, približno 77 cm; vatel\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lákota,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lákota -e ž (á) \n1. občutek potrebe po jedi: lakota ga muči, tare; čutiti lakoto; huda lakota; ekspr. volčja lakota zelo velika\n // trpeti lakoto in žejo / občutek lakote\n● ekspr. začela ga je gruditi lakota postal je lačen; ekspr. lakota je najboljši kuhar lačnemu človeku se zdi vsaka jed okusna\n2. pomanjkanje hrane: v deželi je bila lakota; umreti od lakote, zastar. lakote; ekspr. prebivalstvo je cepalo od lakote; pred očmi se mi megli zaradi lakote; velika lakota; smrt od lakote; boj proti lakoti\n3. ekspr., s prilastkom velika želja po čem: lakota slave; lakota po naravi, po zemlji / spolna lakota poželjivost\n4. slabš. lakomen človek: njegov upnik je bil brezsrčna lakota / kot psovka ali bi rad vse sam pograbil, lakota lačna\n5. slabš. kdor živi v slabih gmotnih razmerah: to so same bajtarske lakote / kot psovka tebi nimam kaj vzeti, ti lakota\n6. bot. rastlina z vretenasto razvrščenimi listi in štiridelnim belim, rdečim ali rumenim cvetnim vencem, Galium: gozdna, navadna lakota\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lánec,"lánec -nca m (ā) zastar. veriga: prikleniti z lancem / narod je ječal v lancih / gorski lanci \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lapálija,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lapálija -e ž (á) zastar. malenkost, nepomembnost: to je lapalija; ne vznemirjaj se zaradi takih lapalij \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lasovítost,"lasovítost -i ž (ȋ) zastar. kapilarnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lastína,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lastína -e ž (í) zastar. lastnina, last: ni se dotaknil tuje lastine / grad je bil lastina mogočnega graščaka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lastníja,"lastníja -e ž (ȋ) \n1. star. premoženje, posestvo: njegova lepa lastnija je prišla v tuje roke / brat je bil gospodar graščine in nekaj drugih lastnij\n2. zastar. lastnost, značilnost: ta snov ima dve lastniji\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lastnóst,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lastnóst -i ž (ọ̑) \n1. kar se relativno trajno kaže pri človeku zlasti v odnosu do ljudi, okolja glede na kako normo: delavnost je njegova glavna lastnost; imeti dobre, slabe lastnosti; vzgoja razvija otrokove pozitivne lastnosti; na zunaj je podoben očetu, po lastnostih pa materi / pog.: hvali lastnosti svoje hčere dobre lastnosti; zaradi svojih lastnosti vzbuja odpor slabih lastnosti\n // preizkušati lastnosti živali\n // kar se trajno kaže pri čem zlasti glede na uporabnost: gradilne lastnosti lesa; obratovalne lastnosti stroja; preizkusiti lastnosti ladje na poskusni vožnji\n // knjiž. kar se pri kom, čem trajno kaže sploh: biološke lastnosti zemlje; fizikalne in kemične lastnosti snovi; zaželene lastnosti rastlin; prenos lastnosti na potomstvo / dedne lastnosti ki se podedujejo\n // lastnost vode je, da je najgostejša pri štirih stopinjah Celzija značilnost\n♦ biol. pridobljena lastnost nededna lastnost, pridobljena v življenju zaradi vplivov okolja; prirojena lastnost dedna ali nededna lastnost, ki jo ima osebek ob rojstvu\n2. knjiž. kar kaj opredeljuje, da je tako, kot je: belina je lastnost belega\n3. star. sposobnost, zmožnost: pripisovali so mu lastnost, da zna čarati\n● imeti lastnosti dobre gospodinje biti dobra gospodinja; zastar. v lastnosti kavalirja se je izkazal kot kavalir\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
léčnik,"léčnik -a m (ẹ̑) zastar. zdravnik: poklicati lečnika k bolniku \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
léden,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n léden2 -dna -o prid. (ẹ̑) zastar. ledven: ledno področje telesa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lédven,"lédven -a -o prid. (ẹ̑) nanašajoč se na ledje: pri padcu si je poškodoval desni ledveni del; ledvene mišice / ledvene bolečine zaradi ledvičnih bolezni / moški tega plemena nosijo ledvena oblačila / odreti križni in ledveni del zaklane živali / zastar. ledvena pečenka ledvična pečenka\n♦ anat. ledvena vretenca vretenca med prsnimi in križnimi vretenci; med. ledveni usek nenadne ostre bolečine v ledjih ali v križu; lumbago \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lekár,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lekár -ja m (á) \n1. star. izdelovalec zdravil, lekarnar: kupiti kapljice pri lekarju\n2. zastar. zdravnik\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lekárnica,"lekárnica -e ž (ȃ) zastar. lekarna: nabiral je zdravilne zeli in jih nosil prodajat v lekarnico \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lékcija,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lékcija -e ž (ẹ́) \n1. vsebinska in grafična enota v učbeniku, zlasti za tuji jezik: beri tretjo lekcijo; druga lekcija v angleški vadnici / naučil se je samo prvo lekcijo, druge pa ne\n // redko (učna) snov ene šolske ure: dijak se zadnje lekcije ni naučil; profesor je lekcijo dobro razložil; sprašuje samo zadnjo lekcijo\n2. nav. mn., zastar. poučevanje izven šole; inštrukcija: preživljati se z lekcijami / dajati lekcije inštruirati; pren., ekspr. potrebno se mu zdi dajati nam lekcije o demokraciji\n3. ekspr. oster opomin, ukor, kazen: dati komu pošteno lekcijo; deliti lekcije; podjetje bi zaslužilo lekcijo za slabo vzdrževano cesto / poraz na tekmi je bil za moštvo krepka lekcija; ker nisi ubogal, si se prehladil — to naj ti bo lekcija za drugič (koristen) nauk\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lekovít,"lekovít -a -o prid. (ȋ) zastar. zdravilen: lekovito mazilo / lekovite rastline \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lénec -nca m (ẹ̑) nar. lenobnost: Prijel se ga je lenec. Tako sladko bi bilo ležati in sanjati z odprtimi očmi! (F. Bevk) \n // zastar. len človek \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lenír,"lenír -ja m (í) \n1. zastar. ravnilo: svinčnik in lenir\n2. nekdaj orodje z zelo dolgim ročajem za lovljenje plavajočega lesa, hlodov: z lenirjem je odšel k narasli Soči\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lenúšiti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lenúšiti -im nedov. (ú ȗ) zastar. lenariti: popivati in lenušiti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepetáti,"lepetáti -ám tudi -éčem nedov. (á ȃ, ẹ́) zastar. \n1. frfotati: ptič lepeta s perutnicami / beli kosmiči so veselo lepetali po zraku / papirnate zastavice lepetajo v vetru in se trgajo iz rok\n2. brbljati, blebetati: otrok je nehal lepetati in je zaspal; starček sam pri sebi nekaj lepeta / dete lepeta prve besede\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lépnica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lépnica -e ž (ẹ̑) \n1. bot. gorska ali travniška rastlina z raznovrstno razrastjo in cveti različnih barv, Silene: brezstebelna lepnica; kimasta lepnica\n2. zastar. lepenka: strešna lepnica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
leposlóvec,"leposlóvec -vca m (ọ̑) pisec leposlovnih del: priznan leposlovec\n // zastar. estet \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
leposlóvje,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n leposlóvje -a s (ọ̑) \n1. umetniška literatura: domače leposlovje\n2. zastar. estetika\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepôta,"lepôta -e ž (ó) \n1. lastnost, značilnost lepega:\na) njena lepota je že minila; opevati žensko lepoto; dekliška lepota; klasična, vzvišena lepota; ekspr. krhka lepota; lepota oči; domišljava zaradi svoje lepote\nb) lepota pisateljevega stila; lepota vaj na orodju; koliko lepote je v tem kipu\nc) duševna lepota; lepota značaja\nč) lepota morja; občudovati lepoto narave, gorskega sveta; lepota pomladi\n // kar je lepo: zdaj je spoznal, kaj je lepota; helenistični tip lepote; zakoni lepote; imeti čut za lepoto\n2. tudi mn. lepa stvar: občudovati naravne lepote; ta načrt bi uničil lepote gorske doline; ekspr. katera ženska bo oblečena v to lepoto lepo obleko\n // ekspr. to dekle pa res ni kaka posebna lepota ni posebno lepa; star. zbrale so se lepote z vsega sveta lepotice; zastar. slika ni posebne lepote ni posebno lepa\n // star., kot nagovor kam greš, lepota moja\n3. knjiž., v povedno-prislovni rabi izraža veliko prijetnost česa: tako je zdrav in močen, da ga je lepota videti\n● star. zanemarjeni park mestu ni na lepoto v okras; ekspr. sijala je v vsej svoji lepoti bila je zelo lepa; pog., šalj. deveta lepota jamica na bradi; ekspr. bila je cvet lepote najlepša, zelo lepa\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepotíca,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lepotíca -e ž (í) \n1. zelo lepa ženska: njegova žena je lepotica; ekspr. lepotica ni, je pa privlačna / redko voliti lepotico Jadrana miss, lepotno kraljico\n // ekspr. kar je zelo lepo: kateri vrtnar je vzgojil to lepotico\n2. zastar. lepotilno sredstvo, ličilo: na obrazu ima precej lepotice\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepoznánec,"lepoznánec -nca m (ȃ) zastar. leposlovec: v časopisu so sodelovali tudi lepoznanci\n // estet: tehnika ga ne zanima, on je predvsem lepoznanec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepoznánski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n lepoznánski -a -o prid. (ȃ) zastar. leposloven: bral je učene pa tudi lepoznanske knjige / izdajati lepoznanski list\n // estetski: jezikovne in lepoznanske pomanjkljivosti spisa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lepoznánstvo,"lepoznánstvo -a s (ȃ) zastar. leposlovje: napredek lepoznanstva / zabavno lepoznanstvo\n // estetika: kar se tiče lepoznanstva, je delo brez napake; načela lepoznanstva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
leskèč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n leskèč -éča -e prid. (ȅ ẹ́) zastar. bleščeč, lesketajoč se: leskeči zlatniki; leskeče oči / vlakna so leskeča in gladka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
lèst,"lèst -í [ləst] ž (ə̏ ȋ) zastar. prevara, zvijača, zvijačnost: dobiti kaj ne s silo, ampak z lestjo; pridobiti si naklonjenost z lestmi / v njegovem ravnanju ni lesti in zlobe / za dosego cilja je uporabila vse svoje lesti in čare \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
leščáti se,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n leščáti se -ím se nedov., lêšči se in léšči se; lêščal se in léščal se (á í) zastar. bleščati se, lesketati se: oko se lešči / v očeh se ji leščijo solze\nleščèč se -éča -e: leščeči (se) kapniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
léto,"léto2 -a s (ẹ́) star. poletje: pomlad je minila in nastopilo je leto; vroče leto / obleka za leto / čez leto je živel ob morju; zastar. po letu so se hodili kopat poleti; v letu in zimi enako oblečen zmeraj\n● poljud. babje leto doba lepega vremena v začetku jeseni, strok. babje poletje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
letovíšče,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n letovíšče -a s (í) \n1. kraj, primeren, ustrezno urejen za preživljanje letnega dopusta, počitnic: to letovišče ima vse možnosti za razvoj; oditi v letovišče; dobro obiskano letovišče; letos so vsa letovišča polna tujcev / klimatsko, obmorsko, zimsko letovišče / zastar. prodati letovišče ob morju letoviško, počitniško hišico\n2. star. letni dopust, počitnice, letovanje: iti na letovišče v toplice; biti na letovišču\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
léža,"léža -e ž (ẹ́) \n1. star. ležanje: leža na trebuhu / vse ga boli od dolge leže / bolnika je leža oslabila\n2. zastar. lega, položaj: mesto ima lepo ležo; premakniti kaj iz prvotne leže\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
