afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
